"","Rnk","Vendor","G_Level_1","G_Level_2","G_Level_3","G_Level_4","Fleet","WagonNumber","MinTimestamp","MaxTimestamp","CallAttempts","CallSetupSuccesRatio","CallDropRatio","CstAverage","CstPercentile10","CstPoorRatio","SpeechTestsAttempts","SpeechPolqaAverage","SpeechPolqaPercentile90","SpeechTestsPoorRatio","HttpFdfsDlAttemptsCount","HttpFdfsUlAttemptsCount","HttpFdfsCompletedRatio","HttpFdttDlMdrPercentile10","HttpFdttDlMdrAverage","HttpFdttDlMdrPercentile90","HttpFdttUlMdrPercentile10","HttpFdttUlMdrAverage","HttpFdttUlMdrPercentile90","HttpBrowsingAttemptsCount","HttpBrowsingCompletedRatio","HttpBrowsingTransferRttAverage","StreamingAttemptsCount","StreamingCompletedRatio","StreamingVmosPercentile10","StreamingVmosAverage","StreamingTtfpAverage","StreamingTtfpPoorRatio","ApplicationAttemptsCount","ApplicationCompletedRatio","ApplicationTransferTimeAverage","ModuleVoiceTests","ModulePOLQATests","ModuleHTTPTTests","ModuleHTTPBTests","ModuleVSLTBTests","ModuleMAFBBTests","ranCallSetupSuccesRatio","ranCallDropRatio","ranCstAverage","ranCstPoorRatio","ranCstPercentile10","ranSpeechPolqaAverage","ranSpeechTestsPoorRatio","ranSpeechPolqaPercentile90","ranHttpFdfsCompletedRatio","ranHttpFdttDlMdrPercentile10","ranHttpFdttDlMdrAverage","ranHttpFdttDlMdrPercentile90","ranHttpFdttUlMdrPercentile10","ranHttpFdttUlMdrAverage","ranHttpFdttUlMdrPercentile90","ranHttpBrowsingCompletedRatio","ranHttpBrowsingTransferRttAverage","ranStreamingCompletedRatio","ranStreamingVmosPercentile10","ranStreamingVmosAverage","ranStreamingTtfpAverage","ranStreamingTtfpPoorRatio","ranApplicationCompletedRatio","ranApplicationTransferTimeAverage","maxCallSetupSuccesRatio","maxCallDropRatio","maxCstAverage","maxCstPoorRatio","maxCstPercentile10","maxSpeechPolqaAverage","maxSpeechTestsPoorRatio","maxSpeechPolqaPercentile90","maxHttpFdfsCompletedRatio","maxHttpFdttDlMdrPercentile10","maxHttpFdttDlMdrAverage","maxHttpFdttDlMdrPercentile90","maxHttpFdttUlMdrPercentile10","maxHttpFdttUlMdrAverage","maxHttpFdttUlMdrPercentile90","maxHttpBrowsingCompletedRatio","maxHttpBrowsingTransferRttAverage","maxStreamingCompletedRatio","maxStreamingVmosPercentile10","maxStreamingVmosAverage","maxStreamingTtfpAverage","maxStreamingTtfpPoorRatio","maxApplicationCompletedRatio","maxApplicationTransferTimeAverage","summCST","summPOLQA","summVoice","summHttpTDL","summHttpTUL","summHttpT","summHttpB","summVSLVS","summAPPFB","summData","totalCST","totalPOLQA","totalVoice","totalHttpTDL","totalHttpTUL","totalHttpT","totalHttpB","totalVSLVS","totalAPPFB","totalData","summRanking","totalRanking"
"51",13002,"ALL","Drive","City","Small Cities","Butzow","","",43378.3265680093,43378.3958407755,24,0.916666666666,0,13.2377272952687,11.6514001846313,0.227272727272,220,2.319409,2.571,0.045454545454,8,10,0,NA,NA,NA,0.14288,0.1839,0.229264,75,0.04,71,6,0,NA,NA,NA,0,11,0,NA,4425,43213,7400,26648,3605,3792,27.7777777775,75,0,0,0,1.24214611111111,5.4545454546,0,0,0,0,0,0,0,0,0,2.63333333333333,0,0,0,0,2.5,0,0,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,0,6.69669156571111,109.474469343211,0,0,0,2.63333333333333,2.5,0,5.13333333333333,37.5,25,200,30,30,80,95,80,45,300,114.607802676544,500
"52",13003,"ALL","Drive","City","Small Cities","Coburg","","",43377.6574093866,43377.7778618403,55,0.981818181818,0.018518518518,5.48035184542338,4.55580019950867,0,528,3.563787,4.02,0.024621212121,42,42,0.95238095238,1.521002,8.75183547619048,19.933863,3.508518,10.82712375,22.917093,307,1,82,43,1,3,3.74186046733413,1.520232,0,42,0.95238095238,6.1021,4425,43213,7400,26648,3605,3792,54.9242424241667,61.1111111115,17.0392963091532,10,6.44419980049133,6.08139388888889,7.5378787879,4.025,14.3417366945882,0,1.31483111904762,0.794709039999999,12.854146536,3.91901106410256,2.86673488,90,2.26666666666667,55,6.66666666666667,8.85465116833532,1.99264290909091,2.5,21.5126050418824,11.8638666666667,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,33.4834961096446,17.6442726767889,167.1631223221,2.10954015904762,19.6398924801026,36.0911693337384,92.2666666666667,75.0139607440929,33.376471708549,236.748268453047,37.5,25,200,30,30,80,95,80,45,300,403.911390775147,500
"53",13004,"ALL","Drive","City","Small Cities","Cottbus","","",43374.8497247917,43375.4113723264,53,1,0.037735849056,5.44501885827982,4.54499998092651,0,507,3.471854,4.03,0.065088757396,45,45,0.988888888888,4.913748,15.0108506666667,27.938328,1.728738,12.1508293181818,25.335488,325,0.892307692307,68,43,0.953488372093,3.20000004768372,3.89024386173341,1.486829,0,47,1,4.89387234042553,4425,43213,7400,26648,3605,3792,62.5,46.698113208,17.1099622834404,10,6.45500001907349,5.72387666666667,3.4911242604,4.0375,18.5185185184,12.2377416,2.53369197192982,1.43506624,7.7410494,4.42134035664336,3.25367808,39.0950226241412,2.73333333333333,39.7264021887765,8.00000011920929,9.22560965433353,2.0065855,2.5,30,13.6591914893617,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,33.5649623025138,13.2525009270667,156.01557643758,16.2064998119298,15.4160678366434,50.1410861669732,41.8283559574745,61.4585974623193,43.6591914893617,197.087231076129,37.5,25,200,30,30,80,95,80,45,300,353.102807513709,500
"54",13005,"ALL","Drive","City","Small Cities","Eberswalde","","",43377.4678038889,43377.5931801968,57,1,0.017543859649,7.82203506168566,6.74379987716675,0,559,3.124221,3.73,0.032200357781,41,41,0.975609756097,4.929863,9.45667875,13.923784,1.455449,2.25656125,3.366649,288,0.986111111111,95,41,1,3,3.10243901973817,2.330243,0,41,0.951219512195,9.38471794871795,4425,43213,7400,26648,3605,3792,62.5,61.84210526325,11.1412398355049,10,2.5124002456665,4.37197055555556,6.7799642219,1.3,16.7479674796,12.3054246,1.45209007236842,0.31390272,6.0193287,0.666592474358974,0,81.6666666666,1.83333333333333,55,6.66666666666667,5.35501350878377,1.69809345454545,2.5,21.3486370157647,7.48704273504274,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,23.6536400811714,12.4519347774556,160.447680121877,14.0714173923684,6.68592117435897,37.5053060463274,83.4999999999334,71.2197736299959,28.8356797508074,221.060759427064,37.5,25,200,30,30,80,95,80,45,300,381.508439548941,500
"55",13006,"ALL","Drive","City","Small Cities","Fulda","","",43385.7189151273,43385.8293025116,57,0.964912280701,0.018181818181,6.40419997301969,4.35260019302368,0,533,3.455328,4.008,0.022514071294,41,43,0.988095238095,4.407864,13.0176625714286,21.311686,2.43426,11.0139309677419,20.34398,307,0.993485342019,58,44,1,3,3.57499999349768,1.7575,0.022727272727,43,1,6.89248837209302,4425,43213,7400,26648,3605,3792,47.88011695875,61.36363636425,14.9221334052808,10,6.64739980697632,5.65960888888889,7.7485928706,4.01,18.4126984126667,10.1130288,2.14554481654135,0.90493488,12.185838,3.9899020082713,2.4550368,86.0912052114,3.06666666666667,55,6.66666666666667,8.43749998374419,1.90636363636364,1.21212121213333,30,10.810015503876,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,31.5695332122572,17.4182017594889,158.231488294746,13.1635084965414,18.6307768082713,50.2069837174793,89.1578718780666,73.2226514989078,40.810015503876,253.39752259833,37.5,25,200,30,30,80,95,80,45,300,411.629010893076,500
"56",13007,"ALL","Drive","City","Small Cities","Gifhorn","","",43388.8308477894,43389.4191201736,57,1,0,5.75891232908818,4.60799989700317,0,569,3.726977,4.04,0.005272407732,47,47,0.989361702127,12.465432,71.0223342553192,127.209996,1.751465,24.1140926086957,48.583715,342,0.985380116959,73,46,1,3.20000004768372,3.86739128050597,1.806739,0.043478260869,49,0.959183673469,5.12014893617021,4425,43213,7400,26648,3605,3792,62.5,75,16.4821753418236,10,6.39200010299683,6.71602166666667,10.0637082603,4.05,18.5815602836,13.540644432,8.35652197287234,4.5600833,7.8842295,7.65370237753623,4.30972858333333,81.2280701754,2.56666666666667,55,8.00000011920929,9.16847820126492,1.88845854545455,0.289855072488889,22.4729891956235,13.3197765957447,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,32.8741754448205,20.8297299269667,191.203905371787,26.4572497048723,19.8476604608696,64.8864704493419,83.7947368420666,74.3467919384176,35.7927657913682,258.820765021194,37.5,25,200,30,30,80,95,80,45,300,450.024670392982,500
"57",13008,"ALL","Drive","City","Small Cities","Halberstadt","","",43389.5023058796,43389.6319938079,61,1,0.016393442622,7.30613115185597,6.71999979019165,0,594,3.107811,3.64,0.001683501683,32,33,0.630769230769,2.288395,5.71234615384615,10.700595,0.16315,1.00975483870968,2.26622,234,0.820512820512,102,32,0.90625,2.95999999046326,3.09655168960834,3.916896,0.03448275862,32,0.5625,9.36844444444445,4425,43213,7400,26648,3605,3792,62.5,62.7049180335,12.5169835950507,10,2.5600004196167,4.30815388888889,10.871212121325,0.4,0,1.211259,0.72293056680162,0.0560476,0,0.193445425971878,0,8.68778280508235,1.6,27.5,6.39999993642171,5.3026816854075,1.12112872727273,0.689655172444445,0,7.50874074074074,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,25.0769840146674,15.5793660102139,165.861268058381,1.99023716680162,0.193445425971878,2.1836825927735,10.2877828050823,41.0134655215464,7.50874074074074,60.993671660143,37.5,25,200,30,30,80,95,80,45,300,226.854939718524,500
"58",13009,"ALL","Drive","City","Small Cities","Kaiserslautern","","",43385.4122482176,43385.5662507755,56,1,0.053571428571,5.0610357437815,4.63899993896484,0,528,3.668276,4.02,0.009469696969,41,41,0.878048780487,1.975465,15.7474547222222,29.06393,2.334398,12.2946434285714,24.28149,298,0.89932885906,62,42,0.857142857142,2.25,3.53611108991835,2.261944,0.027777777777,43,0.883720930232,5.18023684210526,4425,43213,7400,26648,3605,3792,62.5,34.82142857175,17.877928512437,10,6.36100006103516,6.48774,9.119318181975,4.025,7.34576757524705,0,2.67713591959064,1.5251144,11.5567074,4.47591596776557,3.0850384,42.0686932489412,2.93333333333333,14.7899159661647,1.66666666666667,8.34027772479587,1.72292945454545,0.987654321022222,11.8194254445177,13.2296447368421,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,34.2389285734722,19.632058181975,151.192415327197,4.20225031959064,19.1176617677656,30.6656796626033,45.0020265822745,27.5074441331949,25.0490701813598,128.224220559432,37.5,25,200,30,30,80,95,80,45,300,279.41663588663,500
"59",13010,"ALL","Drive","City","Small Cities","Kaltenkirchen","","",43381.5398393634,43381.6393507523,40,1,0,4.98212500810623,4.66170015335083,0,393,3.840025,4.04,0,39,39,1,7.414364,31.2745135897436,75.706158,4.626742,11.1053344736842,19.182079,273,1,43,39,1,3.8800000667572,3.99487177530924,1.216666,0,39,1,4.16879487179487,4425,43213,7400,26648,3605,3792,62.5,75,18.0357499837875,10,6.33829984664917,7.1000625,11.25,4.05,20,12.904209864,5.70082633063428,4.13088465,13.135938984,4.02458846693657,2.26913264,90,3.56666666666667,55,9.70000016689301,9.48717943827311,2.141667,2.5,30,14.7468076923077,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,34.3740498304367,22.4000625,194.274112330437,22.7359208446343,19.4296600909366,62.1655809355709,93.5666666666667,78.8288466051661,44.7468076923077,279.307901899711,37.5,25,200,30,30,80,95,80,45,300,473.582014230148,500
"60",13011,"ALL","Drive","City","Small Cities","Lübbenau","","",43374.6908706481,43374.7936089815,44,1,0,8.73045458576896,7.82320008277893,0.045454545454,436,2.862866,3.66,0.041284403669,31,31,0.935483870967,1.452248,8.87115482758621,15.354004,1.113751,2.2703975,3.480779,227,0.995594713656,184,32,1,2.79999995231628,3.04687497019768,2.2175,0.03125,33,0.939393939393,9.62167741935484,4425,43213,7400,26648,3605,3792,62.5,75,8.71878777128277,0,0.353599834442139,3.35559,5.8715596331,0.600000000000001,12.7514231498353,0,1.33806699274047,0.42832032,3.8666313,0.671843153846154,0,87.3568281936,0,55,5.33333301544189,4.86111084620158,1.73909090909091,0.833333333333333,19.6791443848941,7.17109677419355,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,9.07238760572491,9.8271496331,156.399537238825,1.76638731274047,4.53847445384615,19.0562849164219,87.3568281936,67.7668681040677,26.8502411590877,201.030222373177,37.5,25,200,30,30,80,95,80,45,300,357.429759612002,500
"61",13012,"ALL","Drive","City","Small Cities","Marktheidenfeld","","",43388.7851640972,43389.3102993171,45,1,0,7.22046663496229,4.75760011672974,0,450,3.302177,3.96,0.013333333333,32,32,0.9375,4.290484,10.3176734482759,23.935372,1.435154,6.75412037037037,22.63995,229,0.908296943231,61,29,1,3.07999992370605,3.50344826435221,1.844482,0,33,0.90909090909,6.49366666666667,4425,43213,7400,26648,3605,3792,62.5,75,12.7454223067672,10,6.24239988327026,5.06402166666667,8.6666666667,3.6,12.9411764705882,9.6200328,1.61975746098004,1.11482976,5.8914702,2.37335849952517,2.822392,45.8669406625412,2.96666666666667,55,7.1999994913737,8.25862066088052,1.87473381818182,2.5,15.4010695185882,11.3417777777778,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,28.9878221900375,17.3306883333667,183.818510523404,12.35462002098,11.0872206995252,36.3830171910934,48.8336073292078,74.833353970436,26.742847296366,186.792825787103,37.5,25,200,30,30,80,95,80,45,300,370.611336310507,500
"62",13013,"ALL","Drive","City","Small Cities","Memmingen","","",43382.6867270602,43382.825803669,55,1,0,5.56999999826605,4.80239992141724,0,550,3.709818,4.03,0.005454545454,43,43,0.965116279069,1.323432,6.94274186046512,14.294338,3.937582,13.6517869767442,23.536884,312,0.993589743589,72,44,0.90909090909,3.09999990463257,3.73999997973442,1.66875,0,44,1,4.79259090909091,4425,43213,7400,26648,3605,3792,62.5,75,16.8600000034679,10,6.19760007858276,6.64929222222222,10.02272727285,4.0375,15.5403556770824,0,0.96253394124847,0.34354704,12.962270664,4.99093454502087,2.96590144,86.1538461534,2.6,28.2352941174118,7.33333269755045,8.84999994933605,1.93863636363636,2.5,30,13.8111136363636,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,33.0576000820507,20.7095194950722,191.267119577123,1.30608098124847,20.9191066490209,37.7655433073517,88.7538461534,48.8572631279346,43.8111136363636,219.18776622505,37.5,25,200,30,30,80,95,80,45,300,410.454885802173,500
"63",13014,"ALL","Drive","City","Small Cities","Monheim","","",43389.4965419907,43389.5369456019,21,1,0,6.37938095274426,5.57399988174438,0,210,3.508571,3.781,0,17,17,1,10.05078,13.1504852941176,16.178034,3.25205,3.76331428571429,4.622642,124,1,82,17,1,3,3.14705880950479,1.444705,0,18,0.944444444444,7.14823529411765,4425,43213,7400,26648,3605,3792,62.5,75,14.9883174593486,10,4.85200023651123,5.866665,11.25,1.81,20,13.23639828,2.17141029411765,0.49424272,12.7895166,1.23838593406593,0,90,2.26666666666667,55,6.66666666666667,5.75163386226479,2.0276475,2.5,20.3921568626824,10.4690196078431,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,29.8403176958599,18.926665,186.26698269586,15.9020512941176,14.0279025340659,49.9299538281836,92.2666666666667,71.9459480289315,30.8611764705255,245.003744994307,37.5,25,200,30,30,80,95,80,45,300,431.270727690167,500
"64",13015,"ALL","Drive","City","Small Cities","Monheim Am Rhein","","",43383.5415304861,43383.5745647222,18,1,0,6.44255550702413,4.6592999458313,0,179,3.408435,3.96,0,18,17,1,1.372396,12.25401,27.411182,1.577292,7.87593705882353,17.735388,126,1,95,18,0.944444444444,3.09999990463257,3.6235294342041,2.227058,0,18,0.944444444444,6.68535294117647,4425,43213,7400,26648,3605,3792,62.5,75,14.819851981269,10,6.3407000541687,5.47724722222222,11.25,3.6,20,0,1.99683352631579,1.39289456,6.7869396,2.7990735505279,2.03766208,90,1.83333333333333,37.3856209149177,7.33333269755045,8.55882358551025,1.73561527272727,2.5,20.3921568626824,11.0861960784314,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,31.1605520354377,20.3272472222222,188.98779925766,3.38972808631579,11.6236752305279,35.0134033168437,91.8333333333333,57.5133924707056,31.4783529411137,215.838482061996,37.5,25,200,30,30,80,95,80,45,300,404.826281319656,500
"65",13016,"ALL","Drive","City","Small Cities","Neumarkt In Der Oberpfalz","","",43378.6191345023,43378.7418824537,54,0.925925925925,0,8.16564002990723,6.02650017738342,0,498,2.743935,3.72,0.060240963855,38,38,0.881578947368,1.476096,5.898036,10.569722,0.985275,2.39236264705882,3.642444,273,0.974358974358,107,37,0.972972972972,3,3.11111109786563,1.937777,0.027777777777,39,0.820512820512,8.083625,4425,43213,7400,26648,3605,3792,31.63580246875,75,10.2249599202474,10,3.94699964523315,2.89308055555556,3.9759036145,1.2,7.67801857581177,0,0.759091221052632,0.0455777599999999,3.0572325,0.718127363499246,0,74.6153846148,1.43333333333333,45.0900900897334,6.66666666666667,5.43209864769453,1.84080836363636,0.987654321022222,2.89592760169412,9.22183333333333,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,24.1719595654805,8.06898417005556,138.876746204286,0.804668981052632,3.77535986349925,12.2580474203636,76.0487179481334,60.0173180887531,12.1177609350274,160.441844392278,37.5,25,200,30,30,80,95,80,45,300,299.318590596564,500
"66",13017,"ALL","Drive","City","Small Cities","Passau","","",43379.3093937384,43379.4281401157,45,0.977777777777,0,7.13029543919997,5.02179999351501,0,439,3.02107,3.74,0.036446469248,36,35,1,2.902374,9.28875114285714,15.486018,2.358929,3.45349166666667,4.340059,263,0.984790874524,78,37,1,2.90000009536743,3.2000000025775,1.837297,0,38,0.973684210526,7.986,4425,43213,7400,26648,3605,3792,53.2407407404167,75,12.9858788288001,10,5.95640001296997,3.97082777777778,6.3553530752,1.4,20,3.7899708,1.41938838045113,0.43888144,11.7112527,1.12081222222222,0,80.8745247144,2.4,55,6.00000063578288,6.22222224513332,1.87734654545455,2.5,24.7368421052,9.352,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,28.9422788417701,11.7261808529778,168.909200435165,5.64824062045113,12.8320649222222,38.4803055426733,83.2745247144,71.5995694263707,34.0888421052,227.443241788644,37.5,25,200,30,30,80,95,80,45,300,396.352442223809,500
"67",13018,"ALL","Drive","City","Small Cities","Schwerin","","",43378.4340420602,43378.5516565162,58,1,0,5.25446548955194,4.55290007591248,0,580,3.756241,4.03,0.008620689655,49,49,0.989795918367,4.993476,20.9913689795918,46.57419,3.672642,12.9658318367347,22.814662,349,1,68,49,1,3.79999995231628,3.95918363940959,1.35551,0,50,1,4.1516,4425,43213,7400,26648,3605,3792,62.5,75,17.4910690208961,10,6.44709992408752,6.82982611111111,9.310344827625,4.0375,18.6394557822667,12.5725992,3.69831922234157,2.9259352,12.895505784,4.73062336368394,2.85034592,90,2.73333333333333,55,9.49999988079071,9.39795909852398,2.072245,2.5,30,14.7726,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,33.9381689449836,20.1776709387361,191.61583988372,19.1968536223416,20.4764750676839,58.3127844722922,92.7333333333333,78.4702039793147,44.7726,274.28892178494,37.5,25,200,30,30,80,95,80,45,300,465.90476166866,500
"68",13019,"ALL","Drive","City","Small Cities","Stralsund","","",43377.6925136343,43377.810235787,59,1,0,5.24467798006737,4.88040008544922,0,590,3.777677,4.031,0.001694915254,48,48,0.979166666666,4.856689,17.0993439583333,42.103352,2.39664,13.3922897916667,24.400936,344,1,56,48,1,3.59999990463257,3.86249998211861,1.287708,0,49,0.938775510204,5.27378260869565,4425,43213,7400,26648,3605,3792,62.5,75,17.5106440398653,10,6.11959991455078,6.91318833333333,10.86864406785,4.03875,17.2222222221333,11.9980938,2.94039856030702,2.56826816,11.948832,4.89245869017094,3.10414976,90,3.13333333333333,55,8.99999976158142,9.15624995529652,2.106146,2.5,19.5918367346823,13.0893260869565,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,33.6302439544161,21.8205824011833,192.950826355599,17.506760520307,19.9454404501709,54.6744231926113,93.1333333333333,77.7623957168779,32.6811628216389,258.251315064461,37.5,25,200,30,30,80,95,80,45,300,451.202141420061,500
"69",13020,"ALL","Drive","City","Small Cities","Taucha","","",43390.5166799074,43390.6272290394,44,1,0,5.06681817228144,4.59159998893738,0,439,3.900728,4.05,0,39,38,1,20.145886,50.2499432432432,86.735174,9.466994,25.3700508571429,46.678952,284,1,50,40,1,3.90000009536743,4.02249998450279,1.18525,0,41,0.975609756097,3.53685,4425,43213,7400,26648,3605,3792,62.5,75,17.8663636554371,10,6.40840001106262,7.25182,11.25,4.0625,20,14.508381636,7.71603991666667,4.22279311666667,14.355682488,7.73115313619048,4.27798253333333,90,3.33333333333333,55,9.75000023841858,9.55624996125698,2.157375,2.5,25.1219512194,15,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,34.2747636664997,22.56432,194.3390836665,26.4472146693333,26.3648181575238,72.8120328268571,93.3333333333333,78.9636251996756,40.1219512194,285.230942579266,37.5,25,200,30,30,80,95,80,45,300,479.570026245766,500
"70",13021,"ALL","Drive","City","Small Cities","Zwickau","","",43377.3445744444,43377.47919375,55,0.945454545454,0,6.3933845941837,4.9086998462677,0,519,3.442967,4,0.023121387283,40,40,0.9625,3.580396,8.94021692307692,15.721408,1.05704,5.26972871794872,15.721352,287,0.954703832752,79,40,0.975,3,3.49743589376792,2.151538,0.025641025641,40,0.925,7.65227027027027,4425,43213,7400,26648,3605,3792,39.7727272725,75,14.9509744155101,10,6.0913001537323,5.61153833333333,7.6878612717,4,15.2941176470588,6.6376632,1.35151592712551,0.457712640000001,3.509352,1.81005089809336,1.71541632,65.5216232832,2.36666666666667,45.8333333333333,6.66666666666667,8.2435897344198,1.76307709090909,1.08262108262222,17.6470588235294,9.79697297297297,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,31.0422745692424,17.2993996050333,163.114401446776,8.44689176712551,7.03481921809336,30.7758286322777,67.8882899498667,63.5892879079511,27.4440317965024,189.697438286598,37.5,25,200,30,30,80,95,80,45,300,352.811839733374,500
"71",21001,"ALL","Walk","City","Big Cities","Berlin","","",43374.4642180787,43378.7181161574,457,0.986870897155,0.0066518847,5.72782262413042,4.46000003814697,0.022172949002,4455,3.643813,4.04,0.017508417508,359,358,0.977684797768,4.736374,29.5821754957507,68.376804,2.66317,16.7832861756374,37.28007,2561,0.967200312377,61,345,0.968115942028,3.20000004768372,3.81437124427921,1.511886,0,366,0.953551912568,4.53282521489971,2394,23274,3926,13997,1915,2002,28.514770240625,35.0055432375,8.27217737586958,1.30450849966667,3.26999998092651,3.19630305555556,4.1245791246,2.025,8.5123198512,5.7463854,2.68563287721783,2.03490335,6.32055942,3.08964917178761,2.06066725,35.4071249739529,1.48333333333333,21.7561807330353,4.00000005960464,4.51796405534901,0.997838909090909,1.25,10.8389585342118,7.10038108882521,31.25,37.5,10,5,3.75,4.375,5.625,2.5,10,7.875,4.625,2.5,7.875,4.625,2.5,45,2.5,27.5,5,5,1.25,1.25,15,7.5,12.8466858564628,9.34588218015556,85.7128815147433,10.4669216272178,11.4708758417876,30.4501173202054,36.8904583072863,32.5219837570799,17.939339623037,117.801899007609,18.75,12.5,100,15,15,40,47.5,40,22.5,150,203.514780522352,250
"72",21002,"ALL","Walk","City","Big Cities","Frankfurt am Main","","",43378.7074508565,43382.5796573727,483,0.981366459627,0.018987341772,5.69456751336528,4.35430006980896,0.004219409282,4624,3.604279,4.02,0.00973183391,372,370,0.946091644204,3.026622,30.3074426086957,66.096961,1.71843,14.2646,38.10683,2648,0.960725075528,72,361,0.94459833795,3.09999990463257,3.76656888377282,1.671026,0.002932551319,379,0.944591029023,5.24095530726257,2394,23274,3926,13997,1915,2002,27.3680124222917,30.3797468355,8.30543248663472,4.29676511966667,3.32284996509552,3.11943138888889,4.530168685125,2.0125,6.87490090371765,2.1559062,2.75625099084668,2.02540400416667,3.8380545,2.61174461538461,2.06755691666667,34.0358983471059,1.3,18.7127260876471,3.66666634877523,4.45821110471602,0.968904363636364,1.10337243405,10.2064255780941,6.56928351955307,31.25,37.5,10,5,3.75,4.375,5.625,2.5,10,7.875,4.625,2.5,7.875,4.625,2.5,45,2.5,27.5,5,5,1.25,1.25,15,7.5,15.9250475713969,9.66210007401389,83.3349069032025,6.93756119501335,8.51735603205128,22.3298181307823,35.3358983471059,28.9098803388247,16.7757090976472,103.35130591436,18.75,12.5,100,15,15,40,47.5,40,22.5,150,186.686212817563,250
"73",21003,"ALL","Walk","City","Big Cities","Hamburg","","",43379.5829610995,43383.4791973843,457,0.99124726477,0.002207505518,5.30625385848628,4.31420011520386,0.011037527593,4491,3.698857,4.04,0.010910710309,395,395,0.986075949367,5.15682,43.1316170909091,104.178652,3.832055,22.0633085233161,50.57305,2807,0.990381189882,50,390,0.989743589743,3.59999990463257,3.92538857707088,1.268031,0.002590673575,403,0.967741935483,4.15317179487179,2394,23274,3926,13997,1915,2002,29.42651349375,36.67218543075,8.69374614151372,3.16041206783333,3.34289994239807,3.30333305555556,4.45446448455,2.025,9.0717299578,6.30987966,3.74827909681818,2.18407771666667,6.46783893,3.76361867946891,2.17144208333333,42.1143569646,1.66666666666667,25.61965811955,4.49999988079071,4.6567357213386,1.05799225,1.12046632125,11.8406072105647,7.38512115384616,31.25,37.5,10,5,3.75,4.375,5.625,2.5,10,7.875,4.625,2.5,7.875,4.625,2.5,45,2.5,27.5,5,5,1.25,1.25,15,7.5,15.1970581517451,9.78279754010556,91.0785546163507,12.2422364734848,12.4028996928022,33.7168661240871,43.7810236312667,36.9548522929293,19.2257283644109,133.678470412694,18.75,12.5,100,15,15,40,47.5,40,22.5,150,224.757025029045,250
