"","Rnk","Vendor","G_Level_1","G_Level_2","G_Level_3","G_Level_4","Fleet","WagonNumber","MinTimestamp","MaxTimestamp","CallAttempts","CallSetupSuccesRatio","CallDropRatio","CstAverage","CstPercentile10","CstPoorRatio","SpeechTestsAttempts","SpeechPolqaAverage","SpeechPolqaPercentile90","SpeechTestsPoorRatio","HttpFdfsDlAttemptsCount","HttpFdfsUlAttemptsCount","HttpFdfsCompletedRatio","HttpFdttDlMdrPercentile10","HttpFdttDlMdrAverage","HttpFdttDlMdrPercentile90","HttpFdttUlMdrPercentile10","HttpFdttUlMdrAverage","HttpFdttUlMdrPercentile90","HttpBrowsingAttemptsCount","HttpBrowsingCompletedRatio","HttpBrowsingTransferRttAverage","StreamingAttemptsCount","StreamingCompletedRatio","StreamingVmosPercentile10","StreamingVmosAverage","StreamingTtfpAverage","StreamingTtfpPoorRatio","ApplicationAttemptsCount","ApplicationCompletedRatio","ApplicationTransferTimeAverage","ModuleVoiceTests","ModulePOLQATests","ModuleHTTPTTests","ModuleHTTPBTests","ModuleVSLTBTests","ModuleMAFBBTests","ranCallSetupSuccesRatio","ranCallDropRatio","ranCstAverage","ranCstPoorRatio","ranCstPercentile10","ranSpeechPolqaAverage","ranSpeechTestsPoorRatio","ranSpeechPolqaPercentile90","ranHttpFdfsCompletedRatio","ranHttpFdttDlMdrPercentile10","ranHttpFdttDlMdrAverage","ranHttpFdttDlMdrPercentile90","ranHttpFdttUlMdrPercentile10","ranHttpFdttUlMdrAverage","ranHttpFdttUlMdrPercentile90","ranHttpBrowsingCompletedRatio","ranHttpBrowsingTransferRttAverage","ranStreamingCompletedRatio","ranStreamingVmosPercentile10","ranStreamingVmosAverage","ranStreamingTtfpAverage","ranStreamingTtfpPoorRatio","ranApplicationCompletedRatio","ranApplicationTransferTimeAverage","maxCallSetupSuccesRatio","maxCallDropRatio","maxCstAverage","maxCstPoorRatio","maxCstPercentile10","maxSpeechPolqaAverage","maxSpeechTestsPoorRatio","maxSpeechPolqaPercentile90","maxHttpFdfsCompletedRatio","maxHttpFdttDlMdrPercentile10","maxHttpFdttDlMdrAverage","maxHttpFdttDlMdrPercentile90","maxHttpFdttUlMdrPercentile10","maxHttpFdttUlMdrAverage","maxHttpFdttUlMdrPercentile90","maxHttpBrowsingCompletedRatio","maxHttpBrowsingTransferRttAverage","maxStreamingCompletedRatio","maxStreamingVmosPercentile10","maxStreamingVmosAverage","maxStreamingTtfpAverage","maxStreamingTtfpPoorRatio","maxApplicationCompletedRatio","maxApplicationTransferTimeAverage","summCST","summPOLQA","summVoice","summHttpTDL","summHttpTUL","summHttpT","summHttpB","summVSLVS","summAPPFB","summData","totalCST","totalPOLQA","totalVoice","totalHttpTDL","totalHttpTUL","totalHttpT","totalHttpB","totalVSLVS","totalAPPFB","totalData","summRanking","totalRanking"
"96",30018,"ALL","Drive","Connecting Roads","Connecting Roads","Köln - Fulda","","",43385.4870497569,43385.7138210185,105,0.971428571428,0.058823529411,6.54032358468748,4.40159993171692,0.049019607843,956,3.407918,4.01,0.029288702928,83,83,0.975903614457,2.645062,15.555837625,34.192191,1.325989,9.10132192307692,24.432968,588,0.984693877551,53,82,0.963414634146,3,3.6835442947436,1.702784,0.012658227848,83,0.963855421686,5.0574875,1470,13531,2411,8693,1198,1213,15.1785714285,9.264705882525,4.36774113225002,0,1.97952002048492,1.642571,2.12133891216,1.20375,5.03614457828,0.81277812,0.791946303355263,0.580612584000001,1.56111921,0.979227418934911,0.932782464,24.24489795918,0.97,12.68866571016,2,2.6126582210577,0.577878109090909,0.49789029536,6.93975903611294,4.024130625,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,6.34726115273494,4.96765991216,35.7581983759199,2.18533700735526,3.47312909293491,10.6946106785702,25.21489795918,18.3770923356686,10.9638896611129,65.2504906345317,11.25,7.5,60,9,9,24,28.5,24,13.5,90,101.008689010452,150
"97",30019,"ALL","Drive","Connecting Roads","Connecting Roads","Lübbenau - Cottbus","","",43374.8156047222,43374.8453312269,14,1,0.071428571428,8.6152857371739,5.7345000743866,0,129,2.759069,3.682,0.100775193798,9,9,0.722222222222,4.326997,10.8772625,21.617345,0.807255,1.6601,2.544405,68,0.764705882352,104,9,0.777777777777,3.12000002861023,3.35714282308306,2.538571,0,9,0.777777777777,8.48757142857143,1470,13531,2411,8693,1198,1213,18.75,6.4285714287,2.70777141026088,3,1.35929995536804,0.8855805,0,0.246,0,2.93201622,0.518619019736842,0.27881628,0.58071195,0.132072923076923,0,0,0.46,0,2.24000005722046,2.28571419488816,0.486701345454546,0.75,0,2.60497142857143,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,7.06707136562892,1.1315805,33.3772232943289,3.72945151973684,0.712784873076923,4.44223639281376,0.46,5.76241559756317,2.60497142857143,13.2696234189484,11.25,7.5,60,9,9,24,28.5,24,13.5,90,46.6468467132773,150
"98",30020,"ALL","Drive","Connecting Roads","Connecting Roads","Marktheidenfeld - Monheim","","",43389.317021956,43389.4895110417,62,0.919354838709,0.052631578947,7.13850877996077,4.76999988555908,0.017543859649,539,3.153543,3.97,0.033395176252,45,44,0.887640449438,2.523208,14.4397034883721,30.434516,0.563506,7.225697,22.104643,315,0.898412698412,133,40,0.95,3.03999996185303,3.44999998494198,2.145,0.026315789473,45,0.8,7.48097222222222,1470,13531,2411,8693,1198,1213,8.66935483862501,10.657894736925,3.88919297603139,1.2456140351,1.86900003433228,1.34580016666667,1.99814471244,1.11,2.47455386648471,0.65924208,0.726740572215422,0.490428384,0.12002634,0.765694735384616,0.821022864,12.5042016805835,0.17,11.6470588235294,2.07999992370605,2.43749998870649,0.529636363636364,0.315789473693333,0,3.00761111111111,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,7.00380704546366,4.45394487910667,30.7850015001203,1.87641103621542,1.70674393938462,6.05770884208474,12.6742016805835,17.0099845732717,3.00761111111111,38.749506207051,11.25,7.5,60,9,9,24,28.5,24,13.5,90,69.5345077071714,150
"99",30021,"ALL","Drive","Connecting Roads","Connecting Roads","Memmingen - Reutlingen","","",43382.8337296759,43383.3851898032,50,1,0,6.01015996932983,4.73899989128113,0.02,498,3.501827,4.03,0.030120481927,40,40,0.9,2.540638,29.7305441025641,61.170656,2.901678,19.1812397297297,34.409368,287,0.961672473867,56,40,0.9,3.45000004768372,3.9027777645323,1.436666,0,41,0.926829268292,4.48347368421053,1470,13531,2411,8693,1198,1213,18.75,22.5,4.79187202453613,1,1.87830003261566,1.7521315,2.09638554219,1.21125,2.82352941176471,0.68120388,1.62004757651822,1.20292664,3.8103668568,2.12678729230769,1.22204684,20.5419143266306,0.94,7.76470588235294,2.58750003576279,2.77708332339923,0.6095001,0.75,5.37159253942588,4.28243684210526,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,7.6701720571518,5.05976704219,53.9799390993418,3.50417809651822,7.15920098910769,13.4869084973906,21.4819143266306,14.488789341515,9.65402938153115,59.1116415470673,11.25,7.5,60,9,9,24,28.5,24,13.5,90,113.091580646409,150
"100",30022,"ALL","Drive","Connecting Roads","Connecting Roads","Monheim - Taucha","","",43389.5511833681,43390.5058762037,158,0.898734177215,0.042253521126,6.67473944475953,4.88630013465881,0.014084507042,1350,3.37554,4.02,0.034074074074,121,119,0.854166666666,4.16115,18.8297474528302,42.891735,1.200064,10.3189207619048,25.808906,868,0.874423963133,75,118,0.898305084745,3,3.6160377207792,2.010094,0.028301886792,123,0.829268292682,6.23088235294118,1470,13531,2411,8693,1198,1213,6.09177215187501,12.99295774665,4.26020844419238,1.5915492958,1.83410995960236,1.60479666666667,1.97777777778,1.2075,1.52941176468706,2.723049,0.983211561717974,0.78940164,1.32312096,1.117846363663,0.998827488,9.45622119807529,0.75,7.63310069784706,2,2.5620282905844,0.544353381818182,0.289308176106667,1.23959827829647,3.50764705882353,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,7.68586769959473,4.79007444444667,31.5606720425664,4.49566220171797,3.439794811663,9.46486877806804,10.2062211980753,13.0287905463563,4.74724533712,37.4471258596196,11.25,7.5,60,9,9,24,28.5,24,13.5,90,69.007797902186,150
"101",30023,"ALL","Drive","Connecting Roads","Connecting Roads","Monheim am Rhein - Köln","","",43383.5982440393,43383.6129625116,7,1,0,6.2221428326198,4.65679998397827,0,68,3.239264,4.023,0.10294117647,7,7,1,8.978296,20.3400171428571,40.554014,3.15227,12.70617,21.766865,49,1,51,7,1,2.66000003814697,3.57142857142857,2.211428,0,7,1,5.651,1470,13531,2411,8693,1198,1213,18.75,22.5,4.62228573390416,3,1.90296000480652,1.445808,0,1.208625,6,3.9303795888,1.07144310676692,0.733296336,3.829311612,1.38962550769231,0.80480952,27,0.99,16.5,1.32000007629395,2.52857142857143,0.522389672727273,0.75,9,3.75705,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,9.52524573871068,2.654433,53.4296787387107,5.73511903156692,6.02374663969231,17.7588656712592,27.99,21.6209611775926,12.75705,80.1268768488519,11.25,7.5,60,9,9,24,28.5,24,13.5,90,133.556555587563,150
"102",30024,"ALL","Drive","Connecting Roads","Connecting Roads","München - Memmingen","","",43382.583822338,43382.6774765625,37,0.972972972972,0.027777777777,5.96041666136848,4.71749997138977,0,348,3.32635,4.013,0.060344827586,28,28,0.910714285714,4.47566,21.3744022222222,33.965812,2.037412,12.5826837037037,25.358262,208,0.975961538461,101,29,0.965517241379,3,3.76428569214685,1.348214,0,3,1,4.75,1470,13531,2411,8693,1198,1213,15.3716216215,16.250000000175,4.82375000317892,3,1.88475000858307,1.54740833333333,1.18965517242,1.204875,3.12605042016,3.1193316,1.13187297192982,0.575179488000001,2.90570868,1.37556706780627,0.977196576,22.67307692298,0.49,12.8519269776635,2,2.67321426911013,0.6227679,0.75,9,4.1625,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,9.70850001176198,3.94193850575333,45.2720601391903,4.82638405992983,5.25847232380627,13.2109068038961,23.16307692298,18.8979091467737,13.1625,68.4343928736498,11.25,7.5,60,9,9,24,28.5,24,13.5,90,113.70645301284,150
"103",30025,"ALL","Drive","Connecting Roads","Connecting Roads","Neumarkt in der Oberpfalz - Passau","","",43378.7499911458,43379.3059891319,60,0.916666666666,0.036363636363,7.15309085845947,4.95019998550415,0.018181818181,527,3.10313,3.98,0.051233396584,38,39,0.831168831168,1.415594,12.2273645454545,25.767134,0.093636,6.32483151515151,19.42254,287,0.825783972125,71,40,0.8,3,3.65624997019768,2.320625,0.0625,42,0.785714285714,4.977,1470,13531,2411,8693,1198,1213,8.33333333325001,14.318181818325,3.87752731323242,1.1818181819,1.81494000434875,1.286985,1.46299810248,1.14,0.880061115331764,0,0.597493402392345,0.378411216,0,0.663134664801865,0.69228192,3.27608116411764,0.79,0,2,2.59218747764826,0.510477272727273,0,0,4.06035,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,6.87428549948118,3.88998310248,33.4157837535362,0.975904618392345,1.35541658480186,3.21138231852597,4.06608116411764,5.10266475037553,4.06035,16.4404782330191,11.25,7.5,60,9,9,24,28.5,24,13.5,90,49.8562619865553,150
"104",30026,"ALL","Drive","Connecting Roads","Connecting Roads","Nürnberg - Neumarkt in der Oberpfalz","","",43378.5673288889,43378.6155567593,16,1,0,5.44206249713898,4.93350005149841,0,160,3.708,4.03,0,15,14,0.931034482758,6.245812,29.87838,79.093868,4.71171,22.0674536363636,41.36597,111,0.981981981981,64,16,0.9375,3.21999998092651,3.79333333969116,1.482666,0,16,1,4.7898125,1470,13531,2411,8693,1198,1213,18.75,22.5,5.13476250171661,3,1.81994998455048,1.99266666666667,3.375,1.21125,3.69979716022588,3.8270916936,1.62868430526316,1.24773467,3.947205276,2.25824789227273,1.25682985,23.75675675658,0.86,10.6764705882353,2.41499998569489,2.69500000476837,0.6026001,0.75,9,4.144584375,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,9.95471248626709,6.57891666666667,57.7836291529338,6.70351066886316,7.46228301827273,17.8655908473618,24.61675675658,17.1390706786986,13.144584375,72.7660026576403,11.25,7.5,60,9,9,24,28.5,24,13.5,90,130.549631810574,150
"105",30027,"ALL","Drive","Connecting Roads","Connecting Roads","Osnabrück - Bochum","","",43382.7561116782,43382.8076012963,28,0.964285714285,0,6.17229636510213,4.42480010986328,0,265,3.311169,4.01,0.03396226415,22,22,0.977272727272,1.8681,37.1550705,98.2361860000001,1.500518,16.7425336842105,44.40274,154,0.974025974025,69,22,1,3.02999999523163,3.80454542420127,1.547272,0,22,0.954545454545,4.88580952380952,1470,13531,2411,8693,1198,1213,14.285714285625,22.5,4.66216290791829,3,1.97255996704102,1.52969716666667,1.9811320755,1.20375,5.09090909088,0,2.05379622394737,1.295590465,1.89097902,1.84914998866397,1.2720137,22.3246753245,0.81,16.5,2.05999999046326,2.70340906815095,0.594843054545455,0.75,6.54545454543529,4.10138571428571,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,9.63472287495931,4.71457924216667,51.135016402751,3.34938668894737,5.01214270866397,13.4524384884913,23.1346753245,22.6082521131597,10.646840259721,69.842206185872,11.25,7.5,60,9,9,24,28.5,24,13.5,90,120.977222588623,150
"106",30028,"ALL","Drive","Connecting Roads","Connecting Roads","Passau - München","","",43379.4441577546,43379.5716511921,59,0.949152542372,0.017857142857,6.57114285230637,4.89750003814697,0.035714285714,544,3.229834,4.01,0.056985294117,43,42,0.95294117647,5.328754,24.04598725,51.874776,1.565028,14.5378564102564,28.562118,317,0.92429022082,61,44,0.931818181818,3,3.79999998139172,2.297804,0.048780487804,46,0.847826086956,5.28307692307692,1470,13531,2411,8693,1198,1213,12.3940677965,18.482142857175,4.34308571815491,0,1.83074998855591,1.43480633333333,1.29044117649,1.20375,4.31833910032941,3.7924269012,1.28794978144737,1.004994624,2.01290292,1.59815596055227,1.130981664,15.7921692336,0.89,10.2352941176329,2,2.69999998604379,0.512966836363636,0.0162601626133333,2.02557544754824,3.92261538461539,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,6.17383570671082,3.92899750982333,40.9790438702092,6.08537130664737,4.74204054455227,15.1457509515291,16.6821692336,15.4645211026537,5.94819083216362,53.2406321199464,11.25,7.5,60,9,9,24,28.5,24,13.5,90,94.2196759901555,150
"107",30029,"ALL","Drive","Connecting Roads","Connecting Roads","Reutlingen - Karlsruhe","","",43383.691565162,43383.8152989005,53,0.981132075471,0.038461538461,5.3590769309264,4.37330012321472,0,497,3.643923,4.03,0.026156941649,45,45,0.955555555555,5.725764,25.5311866666667,47.900216,2.885952,16.934888,29.964358,337,1,54,46,0.95652173913,3.62999994754791,3.97499995340001,1.37159,0,49,1,4.73026530612245,1470,13531,2411,8693,1198,1213,16.391509433875,13.846153846275,5.18455384144416,3,1.98800996303558,1.91791016666667,2.21529175053,1.21125,4.39215686272941,3.8074338792,1.37471669473684,0.909605184,3.8091779712,1.87104878769231,1.198289184,27,0.96,12.1534526853882,2.72249996066093,2.83124996505,0.6192615,0.75,9,4.1713806122449,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,10.1725638044797,5.34445191719667,45.7546790018264,6.09175575793684,6.87851594289231,17.3624285635586,27.96,19.0764641110992,13.1713806122449,77.5702732869026,11.25,7.5,60,9,9,24,28.5,24,13.5,90,123.324952288729,150
"108",30030,"ALL","Drive","Connecting Roads","Connecting Roads","Saarbrücken - Kaiserslautern","","",43385.3580461227,43385.4021476157,24,1,0.041666666666,6.69799995422363,4.6853000164032,0.041666666666,229,3.423711,3.96,0.039301310043,18,18,0.944444444444,3.297436,11.8277376470588,22.76181,1.697632,9.68876611111111,20.661974,131,0.992366412213,68,17,0.941176470588,3.14999997615814,3.71875002980232,1.29625,0,19,1,7.41068421052632,1470,13531,2411,8693,1198,1213,18.75,13.12500000015,4.24160003662109,0,1.89440999507904,1.66099616666667,1.82096069871,1.08,4.07843137253647,1.63476936,0.574146778328174,0.30628344,2.26352448,1.04610568034188,0.751774752,25.62595419834,0.82,10.9619377162447,2.29999995231628,2.63906252235174,0.6305625,0.75,9,3.03572631578947,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,6.13601003170013,4.56195686537667,42.5729668972268,2.51519957832817,4.06140491234188,10.6550358632065,26.44595419834,17.2815626909127,12.0357263157895,66.4182790682488,11.25,7.5,60,9,9,24,28.5,24,13.5,90,108.991245965476,150
"109",30031,"ALL","Drive","Connecting Roads","Connecting Roads","Schwerin - Hamburg","","",43378.5520155787,43378.6395986111,41,0.951219512195,0.051282051282,5.84210256429819,4.83599987030029,0.025641025641,367,3.628501,4.04,0.00272479564,33,33,0.954545454545,6.759156,38.0820146875,79.7044320000001,4.675033,18.39467625,28.371227,238,0.941176470588,85,33,0.90909090909,3.89000008106232,3.99333330790202,1.192666,0,34,0.970588235294,4.52948484848485,1470,13531,2411,8693,1198,1213,12.652439024375,10.96153846155,4.89473846142109,0.4358974359,1.84920003890991,1.89991783333333,3.1910762943,1.215,4.36363636362353,3.8464960968,2.10794927911184,1.24926108,3.9444324948,2.03724006538462,1.121818896,17.9377162629459,0.65,8.47058823522353,2.91750006079674,2.84499998092651,0.6461001,0.75,7.23529411764,4.26173181818182,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,7.179835936231,6.30599412763333,37.0998075497893,7.20370645591184,7.10349145618462,18.67083427572,18.5877162629459,15.6291883769468,11.4970259358218,64.3847648514345,11.25,7.5,60,9,9,24,28.5,24,13.5,90,101.484572401224,150
"110",30032,"ALL","Drive","Connecting Roads","Connecting Roads","Stralsund - Butzow","","",43377.8105918403,43378.3263282755,27,0.888888888888,0,6.63612498839696,4.64480013847351,0,237,3.204641,4.024,0.054852320675,24,24,0.854166666666,1.058119,18.6390445454545,31.149441,0.133083,11.327496,23.054826,168,0.892857142857,88,23,0.91304347826,3.90000009536743,4.01428568930853,1.209047,0,24,0.875,4.79166666666667,1470,13531,2411,8693,1198,1213,4.861111111,22.5,4.29110000928243,3,1.90655995845795,1.4054145,1.35443037975,1.209,1.52941176468706,0,0.972070497129187,0.507586584,0,1.23266877538462,0.866631648,11.7983193277129,0.62,8.77749360607059,2.92500007152557,2.8607142669814,0.64364295,0.75,3.17647058823529,4.14375,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,9.19765996774038,3.96884487975,40.5276159584904,1.47965708112919,2.09930042338462,5.10836926920086,12.4183193277129,15.9568508945776,7.32022058823529,40.8037600797267,11.25,7.5,60,9,9,24,28.5,24,13.5,90,81.331376038217,150
"111",30033,"ALL","Drive","Connecting Roads","Connecting Roads","Taucha - Berlin","","",43390.6479310417,43390.7706598611,58,1,0.01724137931,5.45099999986846,4.5640998840332,0,569,3.666291,4.04,0.005272407732,47,46,0.967741935483,6.653046,27.7574204444444,60.03354,5.4158,18.1567460869565,31.83924,342,0.967836257309,54,47,0.978723404255,3.85000002384186,3.99130432502083,1.337391,0,48,0.958333333333,3.87571739130435,1470,13531,2411,8693,1198,1213,18.75,18.62068965525,5.12940000007893,3,1.93077003479004,1.94400616666667,3.01911247809,1.215,4.73624288422588,3.8424851388,1.5047756154386,1.20008385,4.00043448,2.01015263143813,1.2091962,21.3250773992612,0.96,14.15957446805,2.88750001788139,2.84347824376562,0.62439135,0.75,6.70588235292706,4.5,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,10.060170034869,6.17811864475667,53.6089783348756,6.5473446042386,7.21978331143813,18.5033707999026,22.2850773992612,21.264944079697,11.2058823529271,73.2592746317879,11.25,7.5,60,9,9,24,28.5,24,13.5,90,126.868252966664,150
"112",30034,"ALL","Drive","Connecting Roads","Connecting Roads","Zwickau - Coburg","","",43377.4934168866,43377.6514112963,66,0.984848484848,0.030769230769,6.05999998679528,4.78539991378784,0.015384615384,623,3.683611,4.03,0.012841091492,52,51,0.902912621359,6.691788,18.853920625,35.824468,2.714644,14.0844793877551,29.455676,381,0.939632545931,68,51,0.960784313725,3.09999990463257,3.76530611271761,1.872244,0.020408163265,55,0.981818181818,5.75688888888889,1470,13531,2411,8693,1198,1213,16.856060606,15.576923076975,4.75200001056378,1.4615384616,1.86438002586365,1.96421283333333,2.61476725524,1.21125,2.90576813248941,3.8439495864,0.984623783881579,0.619787232,3.7962270864,1.54654073029827,1.173872448,17.7415470124094,0.82,12.4844290657059,2.19999980926514,2.67397958453821,0.559391563636364,0.394557823133333,7.90909090908,3.7094,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,8.07791849802742,5.79023008857333,46.3011322695758,5.44836060228158,6.51664026469827,14.8707689994693,18.5615470124094,18.3123578462789,11.61849090908,63.3631647672376,11.25,7.5,60,9,9,24,28.5,24,13.5,90,109.664297036813,150
"113",40001,"ALL","Walk","Train Route","Train Route","Berlin - Hamburg","Tz1101","411701-6",43379.4703834144,43379.5774472454,53,0.66037735849,0.228571428571,8.53808574676514,4.68179988861084,0.057142857142,255,2.723019,3.836,0.13725490196,38,38,0.434210526315,1.6478,16.056038,37.14668,0.410106,5.70391608695652,13.042864,266,0.526315789473,148,33,0.484848484848,3.14999997615814,3.83749994635582,1.738125,0,35,0.485714285714,7.08652941176471,623,4712,903,3196,421,450,0,0,1.84635426839193,0.85714285716,1.26364002227783,0.562348111111111,0,0.472,0,1.469184,1.12448304,0.571496533333333,0,0.752626573913044,0.267705793939394,0.947368421027998,0.0133333333333333,0,1.53333330154419,1.81874997317791,0.382681818181818,0.5,0,2.11025882352941,12.5,15,4,2,1.5,1.75,2.25,1,4,3.2,1.8,1,3.2,1.8,1,18,1,11,2,2,0.5,0.5,6,3,3.96713714782976,1.03434811111111,5.00148525894087,3.16516357333333,1.02033236785244,4.18549594118577,0.960701754361332,4.23476509290392,2.11025882352941,11.4912216119804,7.5,5,40,6,6,16,19,16,9,60,16.4927068709213,100
"114",40002,"ALL","Walk","Train Route","Train Route","Berlin - Köln","Tz210","806312-5",43374.5738776389,43374.7630855671,94,0.914893617021,0.093023255813,6.88124419922052,4.57350015640259,0.058139534883,772,3.103639,4,0.112694300518,76,76,0.91447368421,1.403808,11.0783588888889,23.151676,1.632988,9.36669071428571,18.498812,532,0.932330827067,69,70,0.9,3.01999998092651,3.68412697882879,1.81746,0,77,0.896103896103,5.1093768115942,623,4712,903,3196,421,450,8.59574468084,5.6976744187,2.73000309374905,0.83720930234,1.28529996871948,0.858385888888889,0,0.8,3.31578947368,1.15687424,0.726268711111111,0.322696462222222,2.5992179712,1.33867051428571,0.3999712,15.563909774412,0.54,8.8,1.35999997456868,1.7420634894144,0.376912,0.5,4.753246753236,2.66718695652174,12.5,15,4,2,1.5,1.75,2.25,1,4,3.2,1.8,1,3.2,1.8,1,18,1,11,2,2,0.5,0.5,6,3,4.85251236480854,1.65838588888889,20.8043173532374,2.20583941333333,4.33785968548571,9.85948857249905,16.103909774412,12.7789754639831,7.42043370975774,46.1628075206519,7.5,5,40,6,6,16,19,16,9,60,66.9671248738893,100
"115",40003,"ALL","Walk","Train Route","Train Route","Frankfurt am Main - München","Tz316","403616-6",43382.5800166551,43382.7139143056,67,0.940298507462,0.111111111111,6.86339682624454,4.54419984817505,0.047619047619,545,3.060954,3.986,0.128440366972,46,47,0.892473118279,1.92028,6.75972853658537,11.79669,1.48608,7.13564615384615,14.21536,333,0.912912912912,69,46,0.891304347826,3,3.59512196517572,2.029024,0,47,0.95744680851,6.43093333333333,623,4712,903,3196,421,450,9.61194029848,3.8888888889,2.73952169266958,1.04761904762,1.29116003036499,0.825186444444445,0,0.772,3.139784946232,1.8179584,0.380778282926829,0.120830044444444,2.584174592,0.981703384615385,0.296129939393939,14.864864864832,0.54,8.608695652172,1.33333333333333,1.69756098258786,0.361525527272727,0.5,5.48936170212,2.28508444444445,12.5,15,4,2,1.5,1.75,2.25,1,4,3.2,1.8,1,3.2,1.8,1,18,1,11,2,2,0.5,0.5,6,3,5.07830077065457,1.59718644444445,20.176316402479,2.31956672737127,3.86200791600933,9.3213595896126,15.404864864832,12.5011154953659,7.77444614656445,45.001786096375,7.5,5,40,6,6,16,19,16,9,60,65.178102498854,100
"116",40004,"ALL","Walk","Train Route","Train Route","Hamburg - München","Tz114","802859-9",43383.4794312616,43383.7427818403,119,0.90756302521,0.129629629629,6.81923147484108,4.5247998714447,0.018518518518,928,3.21737,4.02,0.086206896551,93,94,0.79679144385,1.15028,9.49515473684211,23.409905,1.179754,7.84062743902439,15.991798,657,0.856925418569,90,84,0.916666666666,3.05999994277954,3.67792205686693,2.161558,0.051948051948,92,0.804347826086,4.61368918918919,623,4712,903,3196,421,450,8.3025210084,2.0370370371,2.76307654675142,1.62962962964,1.29504002571106,0.946843333333333,0.27586206898,0.805,2.3743315508,0.8323584,0.599612378947369,0.3272872,2.32022698666667,1.0945003902439,0.339195103030303,12.849315068484,0.4,9.166666666652,1.41333325703939,1.73896102843347,0.351886690909091,0.290524290524444,3.652173913032,2.81589324324324,12.5,15,4,2,1.5,1.75,2.25,1,4,3.2,1.8,1,3.2,1.8,1,18,1,11,2,2,0.5,0.5,6,3,5.68774620210248,2.02770540231333,18.0550096499158,1.75925797894737,3.75392247994087,7.88751200968824,13.249315068484,12.9613719335584,6.46806715627524,40.5662661680059,7.5,5,40,6,6,16,19,16,9,60,58.6212758179217,100
