"","Rnk","Vendor","G_Level_1","G_Level_2","G_Level_3","G_Level_4","Fleet","WagonNumber","MinTimestamp","MaxTimestamp","CallAttempts","CallSetupSuccesRatio","CallDropRatio","CstAverage","CstPercentile10","CstPoorRatio","SpeechTestsAttempts","SpeechPolqaAverage","SpeechPolqaPercentile90","SpeechTestsPoorRatio","HttpFdfsDlAttemptsCount","HttpFdfsUlAttemptsCount","HttpFdfsCompletedRatio","HttpFdttDlMdrPercentile10","HttpFdttDlMdrAverage","HttpFdttDlMdrPercentile90","HttpFdttUlMdrPercentile10","HttpFdttUlMdrAverage","HttpFdttUlMdrPercentile90","HttpBrowsingAttemptsCount","HttpBrowsingCompletedRatio","HttpBrowsingTransferRttAverage","StreamingAttemptsCount","StreamingCompletedRatio","StreamingVmosPercentile10","StreamingVmosAverage","StreamingTtfpAverage","StreamingTtfpPoorRatio","ApplicationAttemptsCount","ApplicationCompletedRatio","ApplicationTransferTimeAverage","ModuleVoiceTests","ModulePOLQATests","ModuleHTTPTTests","ModuleHTTPBTests","ModuleVSLTBTests","ModuleMAFBBTests","ranCallSetupSuccesRatio","ranCallDropRatio","ranCstAverage","ranCstPoorRatio","ranCstPercentile10","ranSpeechPolqaAverage","ranSpeechTestsPoorRatio","ranSpeechPolqaPercentile90","ranHttpFdfsCompletedRatio","ranHttpFdttDlMdrPercentile10","ranHttpFdttDlMdrAverage","ranHttpFdttDlMdrPercentile90","ranHttpFdttUlMdrPercentile10","ranHttpFdttUlMdrAverage","ranHttpFdttUlMdrPercentile90","ranHttpBrowsingCompletedRatio","ranHttpBrowsingTransferRttAverage","ranStreamingCompletedRatio","ranStreamingVmosPercentile10","ranStreamingVmosAverage","ranStreamingTtfpAverage","ranStreamingTtfpPoorRatio","ranApplicationCompletedRatio","ranApplicationTransferTimeAverage","maxCallSetupSuccesRatio","maxCallDropRatio","maxCstAverage","maxCstPoorRatio","maxCstPercentile10","maxSpeechPolqaAverage","maxSpeechTestsPoorRatio","maxSpeechPolqaPercentile90","maxHttpFdfsCompletedRatio","maxHttpFdttDlMdrPercentile10","maxHttpFdttDlMdrAverage","maxHttpFdttDlMdrPercentile90","maxHttpFdttUlMdrPercentile10","maxHttpFdttUlMdrAverage","maxHttpFdttUlMdrPercentile90","maxHttpBrowsingCompletedRatio","maxHttpBrowsingTransferRttAverage","maxStreamingCompletedRatio","maxStreamingVmosPercentile10","maxStreamingVmosAverage","maxStreamingTtfpAverage","maxStreamingTtfpPoorRatio","maxApplicationCompletedRatio","maxApplicationTransferTimeAverage","summCST","summPOLQA","summVoice","summHttpTDL","summHttpTUL","summHttpT","summHttpB","summVSLVS","summAPPFB","summData","totalCST","totalPOLQA","totalVoice","totalHttpTDL","totalHttpTUL","totalHttpT","totalHttpB","totalVSLVS","totalAPPFB","totalData"
"100",13037,"ALL","Drive","City","Small Cities","Wetzlar","","",43234.8344441204,43235.4219555208,18,1,0.055555555555,5.6870555612776,4.89000010490417,0,170,3.707235,4.03,0,16,16,1,4.35482,14.9858175,32.094695,3.09447,9.016119375,16.544025,113,0.982300884955,60,16,1,3.80000007152557,3.93749997019768,1.369375,0,16,1,6.04875,8669,83726,13707,48988,6709,6988,62.5,33.33333333375,16.6258888774448,10,6.10999989509583,6.63924722222222,11.25,4.0375,20,9.890244,2.52881709210526,1.7675756,12.74980644,3.23175812179487,1.847044,79.380530973,3,55,9.50000017881393,9.34374992549419,2.0653125,2.5,30,11.935,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,32.7358887725406,21.9267472222222,150.495969328513,14.1866366921053,17.8286085617949,52.0152452539001,82.380530973,78.4090626043081,41.935,254.739838831208,37.5,25,200,30,30,80,95,80,45,300
"101",13038,"ALL","Drive","City","Small Cities","Zwickau","","",43251.7349890972,43251.8494470833,56,0.910714285714,0,7.22337737623251,4.62620010375977,0.094339622641,504,3.333174,4,0.029761904761,39,39,0.974358974358,4.80055,11.6199523076923,23.976264,1.312024,6.13685974358974,15.072672,291,0.958762886597,89,41,1,3.5,3.85609757609484,1.923902,0,40,0.9,7.42802777777778,8669,83726,13707,48988,6709,6988,25.2976190475,75,12.7376603300466,0,6.37379989624023,5.18456555555556,7.0238095239,4,16.5811965810667,11.76231,1.87335913360324,1.11810112,5.1157512,2.1391160052597,1.61162752,67.2407519704941,2.03333333333333,55,8.75,9.14024394023709,1.84585381818182,2.5,14.1176470588235,10.095962962963,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,19.1114602262869,16.2083750794556,135.617454353242,14.7537702536032,8.8664947252597,40.2014615599296,69.2740853038275,77.2360977584189,24.2136100217865,210.925254643962,37.5,25,200,30,30,80,95,80,45,300
"102",21001,"ALL","Walk","City","Big Cities","Berlin","","",43252.5597734144,43253.6829255093,221,0.995475113122,0.027272727272,5.97763348057259,4.73799991607666,0.018099547511,2136,3.601282,4.03,0.019662921348,174,173,0.953890489913,3.53186,25.5262877777778,60.93402,3.014594,11.1692905813953,21.493805,1242,0.972624798711,55,174,0.971264367816,3.59999990463257,3.95834315034765,1.376094,0,174,0.994252873563,5.71828901734104,2170,20897,3282,11795,1604,1662,30.30731523375,27.272727273,8.02236651942741,1.98340874816667,3.13100004196167,3.11360388888889,4.0168539326,2.01875,7.24190540767059,3.216906,2.29071749415205,2.00389175,6.364838844,2.02442949493143,1.3195044,36.7874396133,1.58333333333333,22.2318007662667,4.49999988079071,4.69792893793456,1.0309765,1.25,14.4252873563,6.21128323699422,31.25,37.5,10,5,3.75,4.375,5.625,2.5,10,7.875,4.625,2.5,7.875,4.625,2.5,45,2.5,27.5,5,5,1.25,1.25,15,7.5,13.1367753095557,9.14920782148889,79.8660256377946,7.51151524415205,9.70877273893143,24.4621933907541,38.3707729466334,33.7107060849919,20.6365705932942,117.180243015674,18.75,12.5,100,15,15,40,47.5,40,22.5,150
"103",21002,"ALL","Walk","City","Big Cities","Dortmund","","",43248.3863542477,43251.4311248264,482,0.993775933609,0.008350730688,5.77120207250118,4.67550010681152,0.008333333333,4734,3.398774,4.02,0.027460920997,357,356,0.915848527349,3.154272,28.659263088685,70.177058,3.201251,15.8868310632184,36.487695,2552,0.944357366771,72,349,1,3.70000004768372,3.89893982881803,1.89106,0.014326647564,357,0.985994397759,5.69639488636363,2170,20897,3282,11795,1604,1662,29.953319501875,34.368475992,8.22879792749882,3.61111111116667,3.16224994659424,2.71983833333333,3.62695395015,2.0125,5.45169540465882,2.4239712,2.59577035337196,2.04240440833333,6.388357626,2.91955256071323,2.054064125,30.5697953162118,1.3,27.5,4.62500005960464,4.62367478602254,0.928898181818182,0.792741165244444,13.5994397759,6.22770383522728,31.25,37.5,10,5,3.75,4.375,5.625,2.5,10,7.875,4.625,2.5,7.875,4.625,2.5,45,2.5,27.5,5,5,1.25,1.25,15,7.5,15.0021589852597,8.35929228348333,87.683246762618,7.06214596170529,11.3619743117132,23.8758156780774,31.8697953162118,38.4703141926898,19.8271436111273,114.043068798106,18.75,12.5,100,15,15,40,47.5,40,22.5,150
"104",21003,"ALL","Walk","City","Big Cities","Essen","","",43228.829081088,43238.4279702315,482,0.952282157676,0.008714596949,7.15573932803594,4.91669983863831,0.044871794871,4538,3.305667,4,0.013442044953,360,360,0.926388888888,1.498476,19.2339949137931,55.313464,1.829238,8.36255058479533,16.533361,2603,0.969266231271,89,331,0.963746223564,3.40000009536743,3.84144200052961,1.74536,0.003134796238,372,0.956989247311,6.66166853932585,2170,20897,3282,11795,1604,1662,21.3087828491667,34.232026144125,6.45901422928541,0,3.04165008068085,2.53879694444444,4.32789775235,2,5.94771241825882,0,1.67804687318512,1.81253856,4.1870997,1.49186857249963,0.92266888,35.8446136809177,1.01666666666667,21.1906877553412,4.25000011920929,4.55180250066201,0.955389090909091,1.0932601881,11.0815939278353,5.55888764044944,31.25,37.5,10,5,3.75,4.375,5.625,2.5,10,7.875,4.625,2.5,7.875,4.625,2.5,45,2.5,27.5,5,5,1.25,1.25,15,7.5,9.50066430996626,8.86669469679445,73.9081680000524,3.49058543318512,6.60163715249963,16.0399350039436,36.8612803475843,32.0411396542216,16.6404815682847,101.582836574034,18.75,12.5,100,15,15,40,47.5,40,22.5,150
"105",21004,"ALL","Walk","City","Big Cities","Leipzig","","",43238.6573960069,43245.6297871991,498,0.989959839357,0.002028397565,5.71914373139138,4.77019991874695,0.008097165991,4914,3.744175,4.04,0.01221001221,419,419,0.98568019093,9.206375,43.1506935576923,87.658485,3.25446,14.3986699270073,33.42859,3011,0.993357688475,61,418,0.988038277511,3.79999995231628,3.99056898017772,1.092518,0,432,0.974537037037,5.08837292161521,2170,20897,3282,11795,1604,1662,29.1582998660417,36.739350913125,8.28085626860862,3.65047233483333,3.11490004062653,3.39145138888889,4.3894993895,2.025,9.045346062,6.565001625,3.74857319234776,2.1152436875,6.39506196,2.63718352461164,2.02857158333333,43.0073065425,1.48333333333333,25.3070175436833,4.74999994039536,4.73821122522216,1.1018705,1.25,12.4537037037,6.6837203087886,31.25,37.5,10,5,3.75,4.375,5.625,2.5,10,7.875,4.625,2.5,7.875,4.625,2.5,45,2.5,27.5,5,5,1.25,1.25,15,7.5,15.0462286440685,9.80595077838889,90.7498302016241,12.4288185048478,11.060817067945,32.5349816347927,44.4906398758333,37.1470992093009,19.1374240124886,133.310144732416,18.75,12.5,100,15,15,40,47.5,40,22.5,150
"106",21005,"ALL","Walk","City","Big Cities","Stuttgart","","",43224.7203931713,43228.5507869676,487,0.963039014373,0.023454157782,6.82472093967252,4.71640014648438,0.050739957716,4575,3.434502,4.01,0.021639344262,332,332,0.918674698795,2.207944,22.127871630094,49.58801,1.83482,10.7433848534202,22.835402,2387,0.952660242982,72,332,0.963855421686,3.40000009536743,3.86380207836628,2.13825,0.009375,327,0.948012232415,6.52080322580646,2170,20897,3282,11795,1604,1662,23.5497946610417,28.70469083175,6.90037208043664,0,3.14179992675781,2.78930944444445,3.9180327869,2.00625,5.584691708,0.4366824,1.95981907977231,1.5835204,4.204683,1.94361661321306,1.42683216,32.3280514550118,1.3,21.2048192770118,4.25000011920929,4.57975259795785,0.883954545454545,0.902777777777778,10.4479222881176,5.65279784946236,31.25,37.5,10,5,3.75,4.375,5.625,2.5,10,7.875,4.625,2.5,7.875,4.625,2.5,45,2.5,27.5,5,5,1.25,1.25,15,7.5,10.0421720071944,8.71359223134444,71.0102497313306,3.98002187977231,7.57513177321306,17.1398453609854,33.6280514550118,31.8213043174112,16.10072013758,98.6899212709884,18.75,12.5,100,15,15,40,47.5,40,22.5,150
"107",30001,"ALL","Drive","Connecting Roads","Connecting Roads","Aachen - Wadern ","","",43236.7398266204,43236.8729009606,65,0.784615384615,0.058823529411,9.80621429852077,5.5939998626709,0.035714285714,475,2.647305,3.68,0.082105263157,38,38,0.697368421052,0.854056,7.77665909090909,14.83469,1.235133,3.159842,5.79897,291,0.756013745704,149,37,0.729729729729,3.29999995231628,3.7980246897097,2.665185,0,41,0.60975609756,9.10828,3370,30754,4985,17844,2449,2553,0,9.264705882525,1.75502856118338,0,1.44360008239746,0.755189166666667,0.53684210529,0.24,0,0,0.337478504784689,0.11603256,1.38940137,0.302812781538462,0.0383505600000001,0,0.01,0,2.47499996423721,2.69851851728227,0.472888909090909,0.75,0,2.356688,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,3.19862864358085,1.53203127195667,13.9953657980625,0.453511064784689,1.73056471153846,2.18407577632315,0.01,6.3964073906104,2.356688,10.9471711669335,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"108",30002,"ALL","Drive","Connecting Roads","Connecting Roads","Augsburg - Monheim","","",43249.4727109143,43249.5770736458,54,0.944444444444,0,6.84607844259225,5.05999994277954,0.039215686274,508,3.227913,4.01,0.055118110236,39,39,0.897435897435,3.128694,12.4786397142857,23.131862,0.912042,5.34467461538461,13.07758,277,0.960288808664,87,40,0.95,3.47000002861023,3.85789472805826,2.498157,0.026315789473,41,0.926829268292,6.10436842105263,3370,30754,4985,17844,2449,2553,11.8055555555,22.5,4.1231372459262,0,1.76400003433228,1.43256516666667,1.34645669292,1.20375,2.75113122169412,1.42215444,0.612173162255639,0.315164688,0.77875938,0.551547571597633,0.38772384,20.3661074537788,0.63,11.6470588235294,2.60250002145767,2.7434210460437,0.491110145454546,0.315789473693333,5.37159253942588,3.55825263157895,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,5.88713728025848,3.98277185958667,44.1754646953452,2.34949229025564,1.71803079159763,6.81865430354739,20.9961074537788,17.7998795101787,8.92984517100483,54.5444864385097,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"109",30003,"ALL","Drive","Connecting Roads","Connecting Roads","Bad Ems - Koblenz","","",43235.5979542361,43235.6235689583,14,0.857142857142,0,8.31741654872894,6.11300015449524,0,120,2.99075,3.71,0.033333333333,9,9,0.888888888888,4.530623,9.0564225,14.110608,1.208432,5.77917625,10.122602,63,0.825396825396,66,9,0.888888888888,3.76999998092651,3.98749995231628,2.2925,0,9,0.666666666666,5.4785,3370,30754,4985,17844,2449,2553,0.892857142750003,22.5,2.94606676101685,3,1.13219990730286,1.155875,2.00000000001,0.33,2.50980392154353,3.18858498,0.412243630263158,0.0986545919999999,1.33893648,0.601013911538462,0.245884896,3.22689075619764,0.84,6.90196078424471,2.82749998569489,2.84062496423721,0.513545454545455,0.75,0,3.834675,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,7.0782666683197,3.48587500001,33.9569988110797,3.69948320226316,2.18583528753846,8.39512241134515,4.06689075619764,13.8336311887223,3.834675,30.1303193562651,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"110",30004,"ALL","Drive","Connecting Roads","Connecting Roads","Bad Kreuznach - Ingelheim a. Rhein","","",43237.5932049884,43237.6113681482,10,1,0,6.09329991340637,5.02409977912903,0,100,3.2638,3.991,0.05,6,6,0.916666666666,1.492275,10.1855816666667,21.10952,2.57625,6.795015,12.44201,47,0.95744680851,43,6,1,2.94999992847443,3.5,1.698333,0,7,1,7.61671428571429,3370,30754,4985,17844,2449,2553,18.75,22.5,4.7253600692749,3,1.78554013252258,1.47443333333333,1.5,1.173,3.29411764704,0,0.478210297368421,0.26662848,3.7857645,0.716663246153846,0.35721648,20.0050062577412,1.07,16.5,1.89999985694885,2.475,0.578363672727273,0.75,9,2.95331428571429,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,9.51090020179749,4.14743333333333,54.9083335351308,0.744838777368421,4.85964422615385,8.89860065056227,21.0750062577412,22.2033635296761,11.9533142857143,64.1302847236939,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"111",30005,"ALL","Drive","Connecting Roads","Connecting Roads","Berlin - Bernau bei Berlin","","",43222.5767275926,43222.6449156018,37,1,0.027027027027,5.40159460016199,4.94259986877441,0,360,3.771944,4.04,0,25,25,1,4.495765,22.6538776,59.751283,7.569244,12.7754379591837,17.890114,175,1,46,25,1,3.90000009536743,3.99199998855591,1.2304,0,25,0.92,5.47447826086957,3370,30754,4985,17844,2449,2553,18.75,16.418918918925,5.15904323990281,3,1.81722003936768,2.067268,3.375,1.215,6,3.1446639,1.20662127031579,1.194030792,4.1632348464,1.39751139843014,0.618725472,27,1.04,16.5,2.92500007152557,2.84399999141693,0.64044,0.75,5.08235294117647,3.8364847826087,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,9.97626327927048,6.657268,51.8024501981955,5.54531596231579,6.17947171683014,17.7247876791459,28.04,23.6594400629425,8.91883772378517,78.3430654658736,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"112",30006,"ALL","Drive","Connecting Roads","Connecting Roads","Berlin - Dessau","","",43222.5191812963,43222.5959558796,38,1,0,5.69402628195913,4.858899974823,0,380,3.515763,4.03,0.036842105263,27,27,1,6.804505,27.2253646296296,50.989375,5.373884,13.5178781481481,18.896225,192,0.984375,52,27,1,3.90000009536743,4.00370367368062,1.414074,0,28,0.964285714285,4.0942962962963,3370,30754,4985,17844,2449,2553,18.75,22.5,4.98358423082452,3,1.8423300075531,1.76839016666667,1.89473684211,1.21125,6,3.848210289,1.47369235467836,0.983745,3.9972656304,1.48203535840456,0.6670188,24.1875,0.98,16.5,2.92500007152557,2.85277775526047,0.6128889,0.75,6.95798319324706,4.45756666666667,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,9.82591423837762,4.87437700877667,55.9502912471543,6.30564764367836,6.14631978880456,18.4519674324829,25.1675,23.640666726786,11.4155498599137,78.6756840191827,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"113",30007,"ALL","Drive","Connecting Roads","Connecting Roads","Berlin - Hamburg","","",43258.4664150116,43258.6411635185,82,0.853658536585,0.014285714285,7.3327272898191,5.05279998779297,0.077922077922,690,3.448579,4.03,0.033333333333,63,63,0.920634920634,5.105542,23.6468877966102,44.023988,1.942002,10.4989950847458,18.374886,441,0.925170068027,71,62,0.951612903225,3.70000004768372,3.9847457408905,1.695762,0.016949152542,63,0.904761904761,5.445,3370,30754,4985,17844,2449,2553,0.457317073125005,19.285714285875,3.73381816814472,0,1.76832000732422,1.69000883333333,2.00000000001,1.21125,3.40616246496,3.7839894876,1.26463397127565,0.816575712,2.72538378,1.1383471327249,0.641994528,15.9039615846071,0.79,11.7722960151177,2.77500003576279,2.83855930566788,0.578644145454545,0.440677966106667,4.43697478987765,3.84975,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,5.50213817546894,4.90125883334333,30.1464283678123,5.86519917087565,4.5057254407249,13.7770870765605,16.6939615846071,18.4051774681095,8.28672478987765,57.1629509191548,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"114",30008,"ALL","Drive","Connecting Roads","Connecting Roads","Berlin - Hannover","","",43262.4615193519,43262.6921085648,109,0.91743119266,0.05,7.80336790264777,4.92400002479553,0.094339622641,950,3.340631,4.02,0.036842105263,77,77,0.844155844155,1.826366,21.8825897101449,45.788458,1.05965,9.02938014285714,17.338896,551,0.882032667876,72,71,0.957746478873,3.90000009536743,3.95061271681505,2.008823,0.014705882352,79,0.848101265822,5.02189552238806,3370,30754,4985,17844,2449,2553,8.4288990825,11.25,3.35730567788178,0,1.82279999256134,1.5640695,1.89473684211,1.2075,1.24675324672941,0,1.16156181990847,0.858922992,1.0577385,0.971037123956044,0.592267008,10.4229742713035,0.78,12.2485501242565,2.92500007152557,2.81295953761129,0.544492036363637,0.470588235306667,2.03723008187294,4.04014701492537,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,5.18010567044312,4.66630634211,29.5253110950531,2.02048481190847,2.62104263195604,5.88828069059392,11.2029742713035,19.0015900050636,6.07737709679831,42.1702220637594,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"115",30009,"ALL","Drive","Connecting Roads","Connecting Roads","Berlin - München","","",43253.3641582292,43253.8130828241,205,0.951219512195,0.015384615384,6.84728855754606,5.00899982452393,0.034825870646,1912,3.406433,4.02,0.03190376569,157,157,0.96178343949,4.62517,18.09977,41.80989,2.1321,10.3527603921569,18.490084,1133,0.947043248014,73,157,0.974522292993,3.70000004768372,3.95601306242101,1.870653,0.006535947712,163,0.907975460122,5.24548648648649,3370,30754,4985,17844,2449,2553,12.652439024375,19.0384615386,4.12216915396316,0,1.79460010528564,1.6408385,2.0428870293,1.2075,4.56800299736471,3.3077142,0.940565510526316,0.76343736,3.084669,1.12169887541478,0.647524032,18.6831421006024,0.77,13.69745222923,2.77500003576279,2.81700979681576,0.559565127272727,0.579520697173333,4.57307831104941,3.93953108108108,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,5.9167692592488,4.8912255293,42.4988953515238,5.01171707052632,4.85389190741478,14.4336119753058,19.4531421006024,20.4285478862546,8.51260939213049,62.8279113542933,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"116",30010,"ALL","Drive","Connecting Roads","Connecting Roads","Bernau bei Berlin - Eberswalde","","",43222.7832310764,43222.8014826157,10,0.9,0,9.10177787144979,6.31419982910156,0,90,3.061555,3.855,0.033333333333,6,6,0.916666666666,3.371898,8.311783,14.205679,1.49132,2.93952818181818,4.98722,45,0.955555555555,64,5,1,3.94000005722046,4.06000003814697,1.64,0,6,0.833333333333,9.1196,3370,30754,4985,17844,2449,2553,6.25000000000001,22.5,2.31857770284017,3,1.01148010253906,1.23848083333333,2.00000000001,0.765000000000001,3.29411764704,1.72859148,0.368741006842105,0.100936296,1.8735948,0.277730900699301,0,19.7647058822824,0.86,16.5,2.95500004291534,2.89500002861023,0.584727272727273,0.75,1.41176470586823,2.35216,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,6.33005780537923,4.00348083334333,39.0835386387226,2.19826878284211,2.1513257006993,7.64371213058141,20.6247058822824,23.6847273442528,3.76392470586823,55.7170700629848,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"117",30011,"ALL","Drive","Connecting Roads","Connecting Roads","Bochum - Essen","","",43236.5676647454,43236.5802875347,7,1,0,5.4578572000776,5.27159996032715,0,70,3.668857,4.01,0,5,5,1,3.49432,10.54504,19.463542,8.304172,14.198568,19.117132,35,1,112,5,1,4,4,1.45,0,5,1,4.7956,3370,30754,4985,17844,2449,2553,18.75,22.5,5.12528567995344,3,1.63704002380371,1.94699983333333,3.375,1.20375,6,1.8828432,0.499210231578948,0.227125008,4.2187954032,1.55952928,0.677622336,27,0.38,16.5,3,2.85,0.6075,0.75,9,4.14198,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,9.76232570375715,6.52574983333333,57.5380755370905,2.60917843957895,6.4559470192,15.0651254587789,27.38,23.7075,13.14198,79.294605458779,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"118",30012,"ALL","Drive","Connecting Roads","Connecting Roads","Bonn - Dortmund","","",43269.6179891435,43269.7020473148,43,0.976744186046,0,5.83552383241199,4.89330019950867,0.023809523809,419,3.562529,4.03,0.031026252983,33,33,0.984848484848,2.679804,16.2532972727273,33.966732,2.564708,9.80140454545454,17.914944,238,0.98319327731,71,33,0.939393939393,3.29999995231628,3.83483867491445,2.027741,0.032258064516,34,0.941176470588,5.1539375,3370,30754,4985,17844,2449,2553,15.84302325575,22.5,4.8986857005528,0.6190476191,1.8320099401474,1.8229505,2.06921241051,1.21125,5.39393939392,0.85655304,0.832692630143541,0.575201568,3.7848919248,1.05892913286713,0.619917312,23.9747899158,0.79,10.8235294116918,2.47499996423721,2.72612900618584,0.542428254545455,0.236559139786667,5.9792387543153,3.980728125,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,7.3497432598002,5.10341291051,50.7961794260602,2.26444723814354,5.46373836966713,13.1221250017307,24.7647899158,16.8036457764469,9.9599668793153,64.6505275732929,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"119",30013,"ALL","Drive","Connecting Roads","Connecting Roads","Brandenburg a.d. Havel - Berlin","","",43251.7207434259,43251.8031320602,33,0.848484848484,0.071428571428,9.14915625751019,4.85969986915588,0.125,260,3.19523,4.01,0.05,21,21,0.761904761904,1.151408,27.7521688235294,68.829628,0.619876,9.4933847368421,19.801794,164,0.762195121951,71,19,0.894736842105,3.47999992370605,3.85882353782654,1.402941,0,24,0.75,6.45566666666667,3370,30754,4985,17844,2449,2553,0,6.4285714287,2.28067499399185,0,1.84209003925323,1.394435,1.5,1.20375,0,0,1.50446881021672,1.22207407,0.22656564,1.02386226234818,0.710486112,0,0.79,7.35603715168236,2.60999994277954,2.7441176533699,0.61455885,0.75,0,3.41773333333333,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,4.12276503324509,4.098185,14.6495214619451,2.72654288021672,1.96091401434818,4.6874568945649,0.79,14.0747135978318,3.41773333333333,22.96990382573,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"120",30014,"ALL","Drive","Connecting Roads","Connecting Roads","Burglengenfeld - Dachau","","",43248.5143756019,43248.6384620023,56,0.946428571428,0,7.56740738285912,4.90379996299744,0.074074074074,529,3.112287,3.992,0.047258979206,40,40,0.8375,2.986108,22.9917494285714,42.338396,1.777105,10.3837511764706,20.714024,285,0.817543859649,119,39,0.846153846153,3.72000002861023,3.89151513937748,1.863333,0.030303030303,41,0.80487804878,6.24836363636364,3370,30754,4985,17844,2449,2553,12.0535714285,22.5,3.5460740937127,0,1.82886001110077,1.29766816666667,1.58223062382,1.176,1.05882352941176,1.24249608,1.22636009819549,0.776121504,2.41372845,1.12522705701357,0.754273152,2.22910216716706,0.31,3.58371040717412,2.79000002145767,2.76863635453311,0.560363672727273,0.262626262626667,0.206599713035293,3.50065454545455,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,5.37493410481347,4.05589879048667,43.9844043238001,3.24497768219549,4.29322865901358,8.59702987062083,2.53910216716706,9.96533671851884,3.70725425848984,24.8087230147966,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"121",30015,"ALL","Drive","Connecting Roads","Connecting Roads","Bützow - Neustadt in Holstein","","",43227.4419122685,43227.5868759491,75,0.973333333333,0.04109589041,7.62387673495567,5.08739986419678,0.04109589041,700,3.181042,4.01,0.027142857142,54,54,0.898148148148,4.940133,20.7902803846154,41.220933,1.50954,9.89941122448979,17.060668,387,0.883720930232,67,53,0.905660377358,3.70000004768372,3.85312499354283,1.92125,0.041666666666,56,0.839285714285,4.36336170212766,3370,30754,4985,17844,2449,2553,15.416666666625,13.25342465775,3.50089861203546,0,1.74756008148193,1.37788233333333,2.18571428574,1.20375,2.77124183006118,3.70456758,1.09774795931174,0.749302392,1.9080306,1.07008681632653,0.578912064,10.6374829000659,0.83,8.20421753603294,2.77500003576279,2.73984374515712,0.554045454545455,0.11111111112,1.66386554618823,4.33648723404255,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,5.2484586935174,4.76734661907333,38.6858966369657,5.55161793131174,3.55702948032653,11.8798892416995,11.4674829000659,14.3842178826183,6.00035278023079,43.7319428046144,11.25,7.5,60,9,9,24,28.5,24,13.5,90
