"","Rnk","Vendor","G_Level_1","G_Level_2","G_Level_3","G_Level_4","Fleet","WagonNumber","MinTimestamp","MaxTimestamp","CallAttempts","CallSetupSuccesRatio","CallDropRatio","CstAverage","CstPercentile10","CstPoorRatio","SpeechTestsAttempts","SpeechPolqaAverage","SpeechPolqaPercentile90","SpeechTestsPoorRatio","HttpFdfsDlAttemptsCount","HttpFdfsUlAttemptsCount","HttpFdfsCompletedRatio","HttpFdttDlMdrPercentile10","HttpFdttDlMdrAverage","HttpFdttDlMdrPercentile90","HttpFdttUlMdrPercentile10","HttpFdttUlMdrAverage","HttpFdttUlMdrPercentile90","HttpBrowsingAttemptsCount","HttpBrowsingCompletedRatio","HttpBrowsingTransferRttAverage","StreamingAttemptsCount","StreamingCompletedRatio","StreamingVmosPercentile10","StreamingVmosAverage","StreamingTtfpAverage","StreamingTtfpPoorRatio","ApplicationAttemptsCount","ApplicationCompletedRatio","ApplicationTransferTimeAverage","ModuleVoiceTests","ModulePOLQATests","ModuleHTTPTTests","ModuleHTTPBTests","ModuleVSLTBTests","ModuleMAFBBTests","ranCallSetupSuccesRatio","ranCallDropRatio","ranCstAverage","ranCstPoorRatio","ranCstPercentile10","ranSpeechPolqaAverage","ranSpeechTestsPoorRatio","ranSpeechPolqaPercentile90","ranHttpFdfsCompletedRatio","ranHttpFdttDlMdrPercentile10","ranHttpFdttDlMdrAverage","ranHttpFdttDlMdrPercentile90","ranHttpFdttUlMdrPercentile10","ranHttpFdttUlMdrAverage","ranHttpFdttUlMdrPercentile90","ranHttpBrowsingCompletedRatio","ranHttpBrowsingTransferRttAverage","ranStreamingCompletedRatio","ranStreamingVmosPercentile10","ranStreamingVmosAverage","ranStreamingTtfpAverage","ranStreamingTtfpPoorRatio","ranApplicationCompletedRatio","ranApplicationTransferTimeAverage","maxCallSetupSuccesRatio","maxCallDropRatio","maxCstAverage","maxCstPoorRatio","maxCstPercentile10","maxSpeechPolqaAverage","maxSpeechTestsPoorRatio","maxSpeechPolqaPercentile90","maxHttpFdfsCompletedRatio","maxHttpFdttDlMdrPercentile10","maxHttpFdttDlMdrAverage","maxHttpFdttDlMdrPercentile90","maxHttpFdttUlMdrPercentile10","maxHttpFdttUlMdrAverage","maxHttpFdttUlMdrPercentile90","maxHttpBrowsingCompletedRatio","maxHttpBrowsingTransferRttAverage","maxStreamingCompletedRatio","maxStreamingVmosPercentile10","maxStreamingVmosAverage","maxStreamingTtfpAverage","maxStreamingTtfpPoorRatio","maxApplicationCompletedRatio","maxApplicationTransferTimeAverage","summCST","summPOLQA","summVoice","summHttpTDL","summHttpTUL","summHttpT","summHttpB","summVSLVS","summAPPFB","summData","totalCST","totalPOLQA","totalVoice","totalHttpTDL","totalHttpTUL","totalHttpT","totalHttpB","totalVSLVS","totalAPPFB","totalData"
"122",30016,"ALL","Drive","Connecting Roads","Connecting Roads","Buxtehude - Bochum","","",43229.5195632176,43235.6446303241,218,0.926605504587,0.029702970297,6.84340279475208,4.66099977493286,0.056872037914,1959,3.365809,4.02,0.034201123021,168,165,0.912912912912,3.708716,15.835060955414,32.614196,1.373846,7.13918315436242,16.113354,1196,0.928093645484,77,167,0.922155688622,3.70000004768372,3.964935030256,1.714675,0,170,0.911764705882,6.05561290322581,3370,30754,4985,17844,2449,2553,9.575688073375,15.816831683175,4.12527776419834,0,1.90170006752014,1.59344383333333,1.97396630937,1.2075,3.18812930575059,2.15298216,0.808258824237345,0.542740704,1.65156894,0.755845466804337,0.533440992,16.2754278967906,0.73,9.48502994006118,2.77500003576279,2.823701272692,0.576580909090909,0.75,4.73356401382588,3.57775483870968,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,6.02697783171848,4.77491014270333,36.1944077309718,3.50398168823734,2.94085539880434,9.63296639279227,17.0054278967906,16.4103121576069,8.31131885253556,51.3600252997253,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"123",30017,"ALL","Drive","Connecting Roads","Connecting Roads","Dachau - Augsburg","","",43248.7668632407,43248.7942791898,15,1,0,6.17273324330648,5.15559988021851,0,150,3.584,4.031,0.04,11,11,0.954545454545,5.08668,17.4930581818182,35.8907,4.63964,12.0710027272727,20.67981,76,0.973684210526,81,11,1,3.5,3.80909093943509,2.008181,0,11,1,6.111,3370,30754,4985,17844,2449,2553,18.75,22.5,4.66181340535482,3,1.7066400718689,1.848,1.8,1.211625,4.36363636362353,3.783276504,0.905120767464115,0.6213768,3.941756784,1.31731415664336,0.75263088,22.26315789468,0.69,16.5,2.625,2.70681820457632,0.544562072727273,0.75,9,3.5556,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,9.36845347722372,4.859625,55.4780784772237,5.30977407146411,6.01170182064336,15.685112255731,22.95315789468,23.1263802773036,12.5556,74.3202504277146,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"124",30018,"ALL","Drive","Connecting Roads","Connecting Roads","Dessau - Halle ","","",43223.3297478125,43223.361987419,14,1,0,4.90907144546509,4.53059983253479,0,140,3.837714,4.06,0.007142857142,10,10,1,12.712387,38.226946,65.418417,10.351645,14.984619,18.849165,75,1,64,10,1,3.95999999046326,4.00999994277954,1.299,0,11,1,3.81,3370,30754,4985,17844,2449,2553,18.75,22.5,5.45455713272095,3,1.94082005023956,2.1282855,2.892857142915,1.2225,6,4.0715282286,2.11641631894737,1.2135460425,4.373584362,1.64901816307692,0.66475992,27,0.86,16.5,2.96999999284744,2.85749995708466,0.63015,0.75,9,4.5,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,10.3953771829605,6.243642642915,57.8890198258755,7.40149059004737,6.68736244507692,20.0888530351243,27.86,23.7076499499321,13.5,85.1565029850564,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"125",30019,"ALL","Drive","Connecting Roads","Connecting Roads","Dortmund - Warburg","","",43249.3205126273,43249.38874625,37,0.972972972972,0,7.00336109267341,5.12649989128113,0.027777777777,358,3.32229,4.02,0.039106145251,28,28,0.928571428571,3.94846,16.693587037037,35.207926,1.273086,10.2439177777778,20.502106,196,0.959183673469,80,28,0.928571428571,3.20000004768372,3.83461539561932,2.073461,0.038461538461,28,0.928571428571,6.01938461538461,3370,30754,4985,17844,2449,2553,15.3716216215,22.5,3.99731112586127,0.2222222223,1.72410006523132,1.54267166666667,1.82681564247,1.2075,3.63025210082823,2.4550596,0.858414821637427,0.604990224,1.46113254,1.10930756239316,0.744101088,20.2256902760612,0.7,9.98319327727764,2.40000003576279,2.72596154671449,0.537440618181818,0.153846153853333,5.44537815124235,3.59224615384615,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,5.9436334133926,4.57698730913667,48.3922423440293,3.91846464563743,3.31454119039316,10.8632579368588,20.9256902760612,15.8004416317901,9.03762430508851,56.6270141497986,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"126",30020,"ALL","Drive","Connecting Roads","Connecting Roads","Dresden - Berlin","","",43260.777317338,43260.7976637269,10,0.8,0,4.78777779473199,4.24699983596802,0,80,3.727,4.061,0.025,29,29,0.844827586206,1.89794,10.2452753846154,20.681195,0.201205,6.04609178571429,15.239488,210,0.838095238095,116,30,0.9,2.86000003814697,3.53703700613092,2.924814,0.037037037037,30,0.8,6.46420833333333,3370,30754,4985,17844,2449,2553,0,22.5,5.52733332316081,3,2.02590004920959,2.01483333333333,2.25,1.222875,1.26572008111059,0,0.481697667206478,0.25634868,0,0.631401218681319,0.491495424,4.84033613442352,0.34,7.76470588235294,1.72000007629395,2.50277775459819,0.444565745454546,0.172839506173333,0,3.41431666666667,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,10.5532333723704,5.48770833333333,38.5409417057037,0.738046347206478,1.12289664268132,3.12666307099838,5.18033613442352,12.604888964873,3.41431666666667,24.3262048369615,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"127",30021,"ALL","Drive","Connecting Roads","Connecting Roads","Eberswalde - Neubrandenburg","","",43223.5098293403,43223.58173125,39,0.948717948717,0,12.3364616051698,7.63459987640381,0.153846153846,370,2.546648,3.32,0.035135135135,21,20,0.560975609756,0.94595,9.22774857142857,16.807568,1.05709,3.17762692307692,4.371342,146,0.650684931506,131,19,0.78947368421,3.52000007629395,3.80666667620341,2.646,0,21,0.571428571428,6.553,3370,30754,4985,17844,2449,2553,12.339743589625,22.5,0,0,0.219240074157715,0.637756,1.94594594595,0,0,0,0.422252679699248,0.163381632,1.0529001,0.304837526627219,0,0,0.19,0,2.64000005722046,2.70500000715256,0.474981818181818,0.75,0,3.3788,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,0.219240074157715,2.58370194595,37.6426856097327,0.585634311699248,1.35773762662722,1.94337193832647,0.19,6.56998188255483,3.3788,12.0821538208813,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"128",30022,"ALL","Drive","Connecting Roads","Connecting Roads","Eisenach - Wetzlar","","",43234.7103500116,43234.8312730208,66,0.924242424242,0.032786885245,6.86070766448975,4.96100015640259,0.046153846153,590,3.453135,4.021,0.035593220338,50,50,0.94,4.191061,20.17597125,43.861836,1.854508,9.65845551020408,17.25954,349,0.962750716332,65,49,0.979591836734,3.7099999666214,3.92083330452442,1.67875,0.020833333333,49,0.959183673469,5.96455319148936,3370,30754,4985,17844,2449,2553,9.28030303025,15.122950819875,4.1114338684082,0,1.81169995307922,1.69532416666667,1.93220338986,1.207875,3.95294117647059,2.76073686,1.06185937302632,0.812684064,2.56002012,1.04265493500785,0.58845792,20.678914545713,0.85,14.25510204074,2.78249997496605,2.79062497839332,0.5805,0.388888888893333,6.74189675868706,3.61595106382979,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,5.92313382148743,4.83540255652667,35.1617902281391,4.63528029702632,4.19113297500785,12.7793544485048,21.528914545713,20.7976158829927,10.3578478225168,65.4637326997273,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"129",30023,"ALL","Drive","Connecting Roads","Connecting Roads","Eltmann - Zwickau","","",43251.5028961574,43251.7346192593,99,0.959595959595,0.042105263157,6.82562104275352,4.88499984741211,0,903,3.265138,4.01,0.057585825027,75,75,0.893333333333,4.46528,15.9218435211268,31.30194,1.859588,9.10354471428572,17.543908,552,0.936594202898,98,74,0.945945945945,3.09999990463257,3.73278569664274,2.391714,0.028571428571,79,0.873417721518,6.69040579710145,3370,30754,4985,17844,2449,2553,13.699494949375,13.026315789675,4.13950316579718,3,1.83450004577637,1.47599433333333,1.27242524919,1.20375,2.63529411763765,3.1062528,0.813328753076353,0.51124656,2.56962132,0.979480475164835,0.602107584,17.3554987211576,0.52,11.3322734498471,2.19999980926514,2.64958927248205,0.502722109090909,0.28571428572,3.10945644076235,3.32383768115942,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,8.97400321157355,3.95216958252333,39.6519835331469,4.43082811307635,4.15120937916484,11.2173316098788,17.8754987211576,16.9702989264052,6.43329412192177,52.4964233793634,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"130",30024,"ALL","Drive","Connecting Roads","Connecting Roads","Erfurt - Dresden","","",43260.3176037847,43260.4655227315,71,0.901408450704,0.0625,8.46438572066171,5.01279983520508,0.085714285714,589,3.229541,4,0.04584040747,45,45,0.9,5.003933,15.6537483333333,31.725223,1.69477,8.43130463414634,17.51336,330,0.918181818181,67,44,0.931818181818,3.09999990463257,3.73658533794124,1.995,0.025,48,0.833333333333,7.691675,3370,30754,4985,17844,2449,2553,6.426056338,8.4375,2.82849142347063,0,1.79232009887695,1.4344645,1.6247877759,1.2,2.82352941176471,3.7801486674,0.79766635,0.521405352,2.2581153,0.902948527579738,0.60064128,15.0160427806447,0.83,10.2352941176329,2.19999980926514,2.65243900345593,0.546,0.333333333333333,1.41176470586823,2.92333,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,4.62081152234759,4.2592522759,23.7436201362476,5.0992203694,3.76170510757974,11.6844548887444,15.8460427806447,15.9670662636873,4.33509470586823,47.8326586389447,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"131",30025,"ALL","Drive","Connecting Roads","Connecting Roads","Essen - Solingen","","",43242.6671667361,43243.4022914931,64,0.984375,0.031746031746,5.7513125166297,4.84080014228821,0.015625,609,3.473481,4.02,0.031198686371,48,48,0.958333333333,2.57554,19.6937929787234,38.389084,2.126895,10.9313677083333,19.658527,344,0.976744186046,90,48,0.958333333333,3.35000002384186,3.79891304347826,1.83826,0,50,0.98,6.35838775510204,3370,30754,4985,17844,2449,2553,16.796875,15.35714285715,4.94921249002218,1.4375,1.84775995731354,1.71906116666667,2.06403940887,1.2075,4.47058823528471,0.7251804,1.03369001086226,0.681338016,3.07483155,1.18757109294872,0.703609296,22.81395348828,0.6,12.2941176470329,2.51250001788139,2.6991847826087,0.563098909090909,0.75,7.8,3.45664489795918,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,8.23447244733572,4.99060057553667,45.3790908800224,2.44020842686226,4.96601193894872,11.8768086010957,23.41395348828,18.8189013566139,11.2566448979592,65.3663083439488,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"132",30026,"ALL","Drive","Connecting Roads","Connecting Roads","Frankfurt am Main - Erfurt","","",43259.5010879745,43259.6614255671,74,0.959459459459,0.056338028169,5.99921127776025,4.98299980163574,0.014084507042,670,3.678119,4.04,0.01343283582,60,61,0.97520661157,4.662713,18.380646,34.671337,3.979397,10.6585256666667,16.755216,443,0.988713318284,51,60,0.966666666666,3.87000005245209,3.96034480785501,1.400517,0,64,0.984375,5.35590476190476,3370,30754,4985,17844,2449,2553,13.682432432375,9.823943661975,4.80047323334385,1.5915492958,1.80510005950928,1.9578055,2.5970149254,1.215,5.0082644628,3.35501838,0.956974582105263,0.592112088,3.8918424132,1.15650907589744,0.564250368,24.96839729112,0.99,12.9411764705365,2.90250003933907,2.82025860589126,0.61492245,0.75,8.0625,3.88984285714286,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,8.19712258865313,5.7698204254,37.4733191084031,4.90410505010527,5.61260185709744,15.5249713700027,25.95839729112,20.0288575657668,11.9523428571429,73.4645690840324,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"133",30027,"ALL","Drive","Connecting Roads","Connecting Roads","Freising - Landshut","","",43246.4793409259,43246.5012307523,12,1,0.083333333333,6.43141667048136,4.8550000667572,0,110,3.152818,4.001,0.063636363636,8,8,0.875,1.395653,21.37726875,45.554884,2.215994,8.48348714285714,17.854944,61,0.983606557377,78,8,1,3.87000005245209,3.98749998211861,1.99375,0,9,0.888888888888,6.450875,3370,30754,4985,17844,2449,2553,18.75,3.750000000075,4.45486666361491,3,1.84349997997284,1.34495433333333,1.09090909092,1.200375,2.11764705882353,0,1.1320404375,0.853317216,3.24322866,0.908889305494506,0.617037312,24.04918032786,0.72,16.5,2.90250003933907,2.84062498658896,0.546136363636364,0.75,3.76470588231529,3.41965,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,9.29836664358775,3.63623842425333,35.4346050679161,1.9853576535,4.7691552774945,8.87215998981803,24.76918032786,23.5392613895644,7.18435588231529,64.3649575895577,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"134",30028,"ALL","Drive","Connecting Roads","Connecting Roads","Germersheim - Karlsruhe","","",43242.6492245255,43242.6821932755,18,1,0,7.89994438489278,4.89370007514954,0.111111111111,180,3.137666,3.98,0.05,13,13,1,6.352204,20.5377938461538,41.917748,1.3303,6.21805727272727,16.5726,91,0.978021978021,56,12,1,3.20000004768372,3.7166666785876,1.788333,0,13,0.923076923076,6.567,3370,30754,4985,17844,2449,2553,18.75,22.5,3.28004449208578,0,1.83188997745514,1.327277,1.5,1.14,6,3.8311133112,1.08299742995951,0.766025952,1.569267,0.650978827972028,0.5554848,23.04395604378,0.94,16.5,2.40000003576279,2.6375000089407,0.568545490909091,0.75,5.21266968321882,3.3732,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,5.11193446954091,3.967277,50.3292114695409,5.68013669315951,2.77573062797203,14.4558673211315,23.98395604378,22.8560455356126,8.58586968321882,69.8817385837429,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"135",30029,"ALL","Drive","Connecting Roads","Connecting Roads","Gifhorn - Wolfsburg","","",43250.5778964583,43250.6035222454,14,1,0,5.93871429988316,4.71939992904663,0,140,3.704214,4.041,0.007142857142,11,11,0.863636363636,23.121352,45.359248,68.208732,5.43911,17.5155036363636,31.69753,77,0.948051948051,64,11,1,3.79999995231628,3.88181818615306,1.39909,0,11,0.90909090909,4.9673,3370,30754,4985,17844,2449,2553,18.75,22.5,4.8367714200701,3,1.88418002128601,1.98824966666667,2.892857142915,1.215375,1.79679144384,4.4649871056,2.269573044,1.22052183,4.002196716,1.93714964475524,1.20848765,18.8113063405977,0.86,16.5,2.84999996423721,2.7613636396148,0.6151365,0.75,4.62032085557647,4.064715,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,9.72095144135611,6.09648180958167,57.0674332509378,7.9550819796,7.14783401075525,16.8997074341952,19.6713063405977,23.476500103852,8.68503585557647,68.7325497342214,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"136",30030,"ALL","Drive","Connecting Roads","Connecting Roads","Glauchau - Plauen","","",43252.4330664931,43252.4995291435,33,1,0,5.45666661407008,4.72219982147217,0,330,3.562363,4.03,0.015151515151,28,28,1,5.424122,14.310232962963,28.85411,2.266104,11.0117307407407,17.070886,196,1,54,26,1,3.64999997615814,3.94615385165581,1.333461,0,28,0.964285714285,5.45740740740741,3370,30754,4985,17844,2449,2553,18.75,22.5,5.12600003155795,3,1.88334005355835,1.82275683333333,2.54545454547,1.21125,6,3.7960318116,0.719176767836257,0.45249864,3.33793656,1.19672011509972,0.579402528,27,0.96,16.5,2.73749998211861,2.80961538874186,0.62498085,0.75,6.95798319324706,3.84416666666667,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,10.0093400851163,5.57946137880333,56.8388014639196,4.96770721943626,5.11405920309971,16.081766422536,27.96,23.4220962208605,10.8021498599137,78.2660125033102,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"137",30031,"ALL","Drive","Connecting Roads","Connecting Roads","Gotha - Eisenach","","",43229.336716088,43229.3678761227,13,1,0.076923076923,5.26507685734676,4.932200050354,0,120,3.86975,4.04,0,11,11,1,7.34982,21.0239918181818,33.49764,1.11405,11.6139090909091,18.68997,83,0.987951807228,73,12,1,3.91000008583069,4.0333333214124,1.523333,0,12,1,5.27908333333333,3370,30754,4985,17844,2449,2553,18.75,5.192307692325,5.24095388559195,3,1.8203399848938,2.1523125,3.375,1.215,6,3.868823196,1.11140162727273,0.56394336,1.1605545,1.2652758041958,0.65711856,24.83132530104,0.77,16.5,2.93250006437302,2.8749999910593,0.597454581818182,0.75,9,3.9244125,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,10.0612938704857,6.7423125,40.7459140628108,5.54416818327273,3.0829488641958,14.6271170474685,25.60132530104,23.6549546372505,12.9244125,76.8078094857591,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"138",30032,"ALL","Drive","Connecting Roads","Connecting Roads","Greifswald - Bützow","","",43224.4969008218,43224.6096621991,58,0.879310344827,0.078431372549,8.11500001387163,5.04940004348755,0.054545454545,467,3.183725,3.99,0.040685224839,41,41,0.853658536585,1.574102,11.0383051282051,17.809866,1.50397,5.03847540540541,8.4883,290,0.886206896551,63,40,0.875,3.74000000953674,3.93999996866499,1.633428,0,42,0.809523809523,7.47332352941177,3370,30754,4985,17844,2449,2553,3.663793103375,4.852941176475,3.1079999889027,0,1.77035997390747,1.3810125,1.77944325483,1.17,1.5150645624,0,0.528027299595142,0.187436784,1.8975033,0.516687969230769,0.1674384,10.9533468558918,0.87,5.82352941176471,2.80500000715256,2.80499997649874,0.585444218181818,0.75,0.403361344503526,3.01067058823529,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,4.87835996281017,4.33045575483,17.7255499974902,0.715464083595142,2.58162966923077,4.81215831522591,11.8233468558918,12.7689736135978,3.41403193273882,32.8185107174543,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"139",30033,"ALL","Drive","Connecting Roads","Connecting Roads","Halle - Taucha","","",43223.6237298264,43223.6419105903,10,1,0.1,5.41739997863769,4.89089980125427,0,90,3.655444,4.01,0,8,8,1,15.752543,39.86322,56.45067,6.850847,13.00673125,17.117632,56,1,45,8,1,3.97000002861023,4.02499997615814,1.135,0,8,1,3.375,3370,30754,4985,17844,2449,2553,18.75,0,5.14956001281738,3,1.83273005962372,1.93135133333333,3.375,1.20375,6,4.1864461254,2.21200916842105,1.11481608,4.1089240332,1.42384325,0.581646336,27,1.05,16.5,2.97750002145767,2.86874998211861,0.65475,0.75,9,4.5,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,9.9822900724411,6.51010133333333,35.2423914057744,7.51327137382105,6.1144136192,19.6276849930211,28.05,23.7510000035763,13.5,84.9286849965973,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"140",30034,"ALL","Drive","Connecting Roads","Connecting Roads","Hamburg - Neuss","","",43263.4172945833,43263.7088194907,133,0.96992481203,0.007751937984,6.38765908371319,4.83289980888367,0.015151515151,1277,3.415622,4.02,0.041503523884,100,100,0.95,3.516755,19.8651570833333,43.643225,1.257944,9.92520546391752,18.435726,716,0.959497206703,61,102,1,3.21000003814697,3.85196076070561,1.564509,0.009803921568,103,0.961165048543,6.08762626262626,3370,30754,4985,17844,2449,2553,14.99060150375,20.7558139536,4.48987273302945,1.4848484849,1.8501300573349,1.651559,1.75489428348,1.2075,4.23529411764706,1.9111113,1.04370128223684,0.8074374,1.43251416,1.07302339127676,0.644914848,20.2655274399106,0.89,16.5,2.40750002861023,2.73897057052921,0.592962654545455,0.535947712426667,6.82581382064471,3.5649494949495,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,7.82485127526435,4.61395328348,48.1852200160944,3.76224998223684,3.15045239927676,11.1479964991607,21.1555274399106,22.7753809661116,10.3907633155942,65.469668220777,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"141",30035,"ALL","Drive","Connecting Roads","Connecting Roads","Hannover - Dortmund","","",43263.5274331944,43263.7021117361,90,0.988888888888,0.067415730337,6.90525555610657,4.7773998260498,0.033333333333,828,3.436376,4.02,0.03381642512,70,70,0.95,6.113848,21.3447811594203,38.36321,2.065148,11.057468115942,19.53731,508,0.984251968503,68,71,0.971830985915,3.70000004768372,3.93333331398342,1.486666,0.014492753623,73,0.972602739726,5.82959154929577,3370,30754,4985,17844,2449,2553,17.361111111,7.331460674175,4.07579555511475,0,1.86678005218506,1.675772,1.9855072464,1.2075,4.23529411764706,3.8221034544,1.13014247826087,0.68071704,2.95812972,1.2019271393534,0.69779088,24.16535433054,0.82,13.40140845065,2.77500003576279,2.79999998548757,0.6020001,0.473429951693333,7.35616438356,3.6766838028169,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,5.9425756072998,4.8687792464,35.5039266388748,5.63296297266087,4.8578477393534,14.7261048296613,24.98535433054,20.0518385235937,11.0328481863769,70.7961458701719,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"142",30036,"ALL","Drive","Connecting Roads","Connecting Roads","Herzogenaurach - Würzburg","","",43250.525173831,43250.6885164583,76,0.894736842105,0.044117647058,8.48266669776705,5.22089982032776,0.041666666666,650,3.006384,3.971,0.055384615384,49,49,0.755102040816,3.004733,14.49502025,32.095186,0.521396,6.7391088372093,17.875488,342,0.8216374269,124,45,0.933333333333,3.40000009536743,3.87333332924616,3.418333,0.071428571428,49,0.795918367346,7.21997435897436,3370,30754,4985,17844,2449,2553,5.59210526312501,12.57352941195,2.81386664178636,0,1.66746010780334,1.17411466666667,1.33846153848,1.113,0,1.26596358,0.729972235657895,0.530284464,0.0404384400000002,0.710298544543828,0.618023424,2.74922600611764,0.26,10.3529411764447,2.55000007152557,2.75499999693462,0.390727309090909,0,0,3.11201025641026,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,4.48132674958971,3.62557620514667,26.2725376298114,2.52622027965789,1.36876040854383,3.89498068820172,3.00922600611764,16.0486685539958,3.11201025641026,26.0648855047254,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"143",30037,"ALL","Drive","Connecting Roads","Connecting Roads","Ingelheim a. Rhein - Wiesbaden","","",43237.7325586806,43237.7415088657,5,1,0,10.3828001976013,6.61320009231567,0.2,50,2.9474,3.911,0.04,5,5,1,7.433782,25.70798,56.96216,10.00315,13.361432,16.143492,35,1,64,0,0,NA,NA,NA,0,5,1,6.6238,3370,30754,4985,17844,2449,2553,18.75,22.5,1.29375984191895,0,0.832079944610595,1.1053,1.8,0.933,6,3.8719969596,1.38504514736842,1.12709184,4.34723814,1.46422456615385,0.534887616,27,0.86,0,0,0,0,0.75,9,3.35048,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,2.12583978652954,3.8383,47.2141397865295,6.38413394696842,6.34635032215385,18.7304842691223,27.86,0.75,12.35048,59.6909642691223,11.25,7.5,60,9,9,24,28.5,24,13.5,90
